,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
19,sentence-transformers,UKPLab/sentence-transformers,nlp,,{},289.0,Sentence Embeddings using BERT / RoBERTa / XLNet.,21,False,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],140214.0,140214.0,https://pypi.org/project/sentence-transformers,32707570.0,32737811.0,https://anaconda.org/conda-forge/sentence-transformers,2020-09-18 19:41:05.496,2026-08-18 16:03:44.738,2026-08-18 16:03:44.738000,2147117.0,51.0,,,,,,1.0,,,,,,,,,,,
20,Seaborn,mwaskom/seaborn,data-viz,,{},217.0,Statistical data visualization.,21,False,seaborn,conda-forge/seaborn,,,,718772.0,718772.0,https://pypi.org/project/seaborn,34930267.0,35180706.0,https://anaconda.org/conda-forge/seaborn,2020-06-11 12:34:59.562,2025-04-22 14:56:26.328,2025-04-22 14:56:26.328000,18532494.0,15.0,,,,,,1.0,,,,,,,,,,,
21,Altair,altair-viz/altair,data-viz,,{},200.0,Altair: A declarative statistical visualization library for Python.,21,False,altair,conda-forge/altair,,,,249641.0,249641.0,https://pypi.org/project/altair,52337917.0,52404712.0,https://anaconda.org/conda-forge/altair,2021-12-29 16:43:13.728,2026-06-25 09:08:16.682,2026-06-25 09:08:16.682000,3740560.0,35.0,,,,,,1.0,,,,,,,,,,,
22,pyproj,pyproj4/pyproj,geospatial-data,,{},82.0,Python interface to PROJ library.,21,False,pyproj,conda-forge/pyproj,,,,49969.0,49969.0,https://pypi.org/project/pyproj,25397451.0,25602494.0,https://anaconda.org/conda-forge/pyproj,2020-07-28 04:30:26.055,2026-08-10 09:08:02.355,2026-08-10 09:08:02.355000,14968163.0,37.0,,,,,,1.0,MIT,,,,,,,,,,
23,wandb client,wandb/client,ml-experiments,,{},251.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",21,False,wandb,conda-forge/wandb,,,,90144.0,90144.0,https://pypi.org/project/wandb,26097627.0,26121537.0,https://anaconda.org/conda-forge/wandb,2020-07-28 19:00:23.555,2026-08-17 21:59:15.492,2026-08-17 21:59:15.492000,1745501.0,112.0,,,,,,1.0,,,,,,,,,,,
24,mlflow,mlflow/mlflow,ml-experiments,,{},1160.0,MLflow is an open source platform for the machine learning lifecycle.,21,False,mlflow,conda-forge/mlflow,,,,69317.0,69317.0,https://pypi.org/project/mlflow,41084045.0,41155372.0,https://anaconda.org/conda-forge/mlflow,2020-06-25 18:11:47.672,2026-08-26 10:40:04.182,2026-08-26 10:40:04.182000,5278249.0,124.0,,,,,,1.0,,,,,,,,,,,
25,dask,dask/dask,distributed-ml,,{},656.0,Parallel PyData with Task Scheduling.,21,False,dask,conda-forge/dask,,,,80320.0,80320.0,https://pypi.org/project/dask,28197553.0,28432892.0,https://anaconda.org/conda-forge/dask,2020-05-27 04:42:11.739,2026-07-14 19:10:02.983,2026-07-14 19:10:02.983000,17650468.0,210.0,,,,,,1.0,,,,,,stable/dask,,,,,
26,Ray,ray-project/ray,distributed-ml,,{},1706.0,Ray is a fast and simple framework for building and running distributed applications.,21,False,ray,conda-forge/ray-tune,,,,29441.0,29441.0,https://pypi.org/project/ray,56021306.0,56039703.0,https://anaconda.org/conda-forge/ray-tune,2020-12-10 16:27:52.723,2026-08-26 07:46:31.601,2026-08-26 07:46:31.601000,1251026.0,79.0,,,,,,1.0,,,,,1.0,,,,,,
27,accelerate,huggingface/accelerate,pytorch-utils,,{},426.0,Training loop of PyTorch without boilerplate code.,21,False,accelerate,conda-forge/accelerate,,,['pytorch'],117895.0,117895.0,https://pypi.org/project/accelerate,25552645.0,25582933.0,https://anaconda.org/conda-forge/accelerate,2021-10-11 19:33:54.475,2026-06-12 15:26:42.843,2026-06-12 15:26:42.843000,1756760.0,64.0,,,,,,1.0,,,,,,,,,,,
28,SymPy,sympy/sympy,others,,{},1508.0,Python library for symbolic mathematics.,21,False,sympy,conda-forge/sympy,,,,309864.0,309864.0,https://pypi.org/project/sympy,170041571.0,170257289.0,https://anaconda.org/conda-forge/sympy,2020-05-24 15:55:07.810,2026-02-24 17:00:41.277,2026-02-24 17:00:41.277000,16178909.0,25.0,,,,,,1.0,,,,,,,,,,,
29,jax,google/jax,ml-frameworks,,{},1117.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",20,False,jax,conda-forge/jaxlib,,,,50957.0,50957.0,https://pypi.org/project/jax,19978369.0,20038246.0,https://anaconda.org/conda-forge/jaxlib,2020-06-16 01:44:03.567,2026-07-06 18:55:29.549,2026-07-06 18:55:29.549000,4430947.0,93.0,,,,,,2.0,,,,,,,,,,,
30,spaCy,explosion/spaCy,nlp,,{},782.0,Industrial-strength Natural Language Processing.,20,False,spacy,conda-forge/spacy,,,,146418.0,146418.0,https://pypi.org/project/spacy,26171194.0,26295342.0,https://anaconda.org/conda-forge/spacy,2020-06-17 09:17:51.026,2026-03-29 21:12:40.594,2026-03-29 21:12:40.594000,9186962.0,92.0,,,,,,1.0,,,,,,,,,,,
31,sentencepiece,google/sentencepiece,nlp,,{},117.0,Unsupervised text tokenizer for Neural Network-based text generation.,20,False,sentencepiece,conda-forge/sentencepiece,,,,130847.0,130847.0,https://pypi.org/project/sentencepiece,37160696.0,37192320.0,https://anaconda.org/conda-forge/sentencepiece,2020-07-09 18:30:01.986,2026-08-21 10:25:28.125,2026-08-21 10:25:28.125000,2308577.0,8.0,,,,,,1.0,,,,,,,,,,,
32,langchain,langchain-ai/langchain,agents,,{},3730.0,,20,False,langchain,,,,,290820.0,290820.0,https://pypi.org/project/langchain,251783839.0,251783839.0,,,,,,,,,,,,1.0,,,,,,,,,,,
33,scikit-image,scikit-image/scikit-image,image,,{},651.0,Image processing in Python.,20,False,scikit-image,conda-forge/scikit-image,,,,247773.0,247773.0,https://pypi.org/project/scikit-image,26362797.0,26513939.0,https://anaconda.org/conda-forge/scikit-image,2020-06-09 21:49:09.288,2025-12-25 22:03:47.378,2025-12-25 22:03:47.378000,11184526.0,29.0,,,,,,1.0,,,,,,,,,,,
34,Bokeh,bokeh/bokeh,data-viz,,{},738.0,Statistical and novel interactive HTML plots for Python.,20,False,bokeh,conda-forge/bokeh,,,,105984.0,105984.0,https://pypi.org/project/bokeh,7991060.0,8273632.0,https://anaconda.org/conda-forge/bokeh,2020-06-16 00:40:01.624,2026-08-19 13:07:16.399,2026-08-19 13:07:16.399000,20910345.0,78.0,,,,,,1.0,,,,,,,,,,,
35,dash,plotly/dash,data-viz,,{},221.0,A Python framework for building reactive web-apps. Developed by Plotly.,20,False,dash,conda-forge/dash,,,,91062.0,91062.0,https://pypi.org/project/dash,8810461.0,8845606.0,https://anaconda.org/conda-forge/dash,2020-06-21 21:47:00.236,2026-07-22 05:14:16.153,2026-07-22 05:14:16.153000,2600734.0,126.0,,,,,,1.0,,,,,,,,,,,
36,Shapely,shapely/shapely,geospatial-data,,{},175.0,Python package for manipulation and analysis of geometric objects in the Cartesian plane.,20,False,shapely,conda-forge/shapely,,,,123686.0,123686.0,https://pypi.org/project/shapely,77138029.0,77404694.0,https://anaconda.org/conda-forge/shapely,2020-08-21 06:18:37.778,2025-11-07 14:27:39.980,2025-11-07 14:27:39.980000,19199949.0,36.0,,,,,,1.0,,,,,,,,,,,
37,Tensorboard,tensorflow/tensorboard,ml-experiments,,{},336.0,TensorFlows Visualization Toolkit.,20,False,tensorboard,conda-forge/tensorboard,,,['tensorflow'],340244.0,340244.0,https://pypi.org/project/tensorboard,24851569.0,24960383.0,https://anaconda.org/conda-forge/tensorboard,2020-06-22 10:06:52.606,2026-05-24 17:36:10.396,2026-05-24 17:36:10.396000,8052306.0,45.0,,,,,,1.0,,,,,,,,,,,
38,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,{},604.0,A standard API for reinforcement learning and a diverse set of reference environments (formerly Gym).,20,False,gymnasium,conda-forge/gymnasium,,,,23362.0,23362.0,https://pypi.org/project/gymnasium,5679117.0,5689265.0,https://anaconda.org/conda-forge/gymnasium,2022-12-09 21:41:49.555,2026-05-28 18:13:39.730,2026-05-28 18:13:39.730000,446542.0,12.0,,,,,,1.0,MIT,,,,,,,,,,
39,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,{},1070.0,PyTorch Lightning is the lightweight PyTorch wrapper for ML researchers. Scale your models. Write less boilerplate.,19,False,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],50929.0,50929.0,https://pypi.org/project/pytorch-lightning,12864071.0,12893872.0,https://anaconda.org/conda-forge/pytorch-lightning,2020-06-03 07:36:42.521,2026-06-02 08:12:13.235,2026-06-02 08:12:13.235000,2205312.0,129.0,,,,,,2.0,,,,,,,,,,,
40,einops,arogozhnikov/einops,ml-frameworks,,{},38.0,A new flavour of deep learning operations.,19,False,einops,conda-forge/einops,,,,91089.0,91089.0,https://pypi.org/project/einops,26948546.0,26960384.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:16.939,2026-01-26 11:30:26.666,2026-01-26 11:30:26.666000,828699.0,12.0,,,,,,2.0,,,,,,,,,,,
41,litellm,BerriAI/litellm,nlp,,{},1644.0,,19,False,litellm,,,,,28184.0,28184.0,https://pypi.org/project/litellm,707500997.0,707500997.0,,,,,,,,,,,,2.0,,,,,,,,,,,
42,gensim,RaRe-Technologies/gensim,nlp,,{},464.0,Topic Modelling for Humans.,19,False,gensim,conda-forge/gensim,,,,78879.0,78879.0,https://pypi.org/project/gensim,4454776.0,4488904.0,https://anaconda.org/conda-forge/gensim,2021-03-31 07:19:16.610,2026-03-18 20:01:38.726,2026-03-18 20:01:38.726000,2218329.0,23.0,,,,,,2.0,,,,,,,,,,,
43,PyTorch Image Models,rwightman/pytorch-image-models,image,,{},201.0,(Unofficial) PyTorch Image Models.,19,False,timm,conda-forge/timm,,,['pytorch'],66156.0,66156.0,https://pypi.org/project/timm,15340958.0,15351149.0,https://anaconda.org/conda-forge/timm,2020-07-18 18:44:49.142,2026-07-16 02:58:41.608,2026-07-16 02:58:41.608000,743983.0,47.0,,,,,,1.0,,,,,,,,,,,
44,imageio,imageio/imageio,image,,{},131.0,A Python library for reading and writing image data.,19,False,imageio,conda-forge/imageio,,,,190034.0,190034.0,https://pypi.org/project/imageio,40902514.0,41046454.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:23.772,2025-04-22 14:56:30.839,2025-04-22 14:56:30.839000,10507643.0,52.0,,,,,,1.0,,,,,,,,,,,
45,shap,slundberg/shap,interpretability,,{},323.0,A unified approach to explain the output of any machine learning model.,19,False,shap,conda-forge/shap,,,,37900.0,37900.0,https://pypi.org/project/shap,14927021.0,15076360.0,https://anaconda.org/conda-forge/shap,2020-12-16 18:34:09.024,2026-06-12 18:46:58.089,2026-06-12 18:46:58.089000,10155095.0,41.0,,,,,,1.0,,,,,,,,,,,
46,pydeck,visgl/deck.gl,geospatial-data,,{},321.0,Widget for deck.gl maps.,19,False,pydeck,conda-forge/pydeck,,,['jupyter'],9651.0,9651.0,https://pypi.org/project/pydeck,26328848.0,27425388.0,https://anaconda.org/conda-forge/pydeck,2020-07-24 06:30:33.668,2026-07-03 03:15:08.148,2026-07-03 03:15:08.148000,1161723.0,16.0,,,,,,2.0,,deck.gl,https://www.npmjs.com/package/deck.gl,1080626.0,,,,,,,
47,GeoPandas,geopandas/geopandas,geospatial-data,,{},266.0,Geographic pandas extensions.,19,False,geopandas,conda-forge/geopandas,,,['pandas'],63302.0,63302.0,https://pypi.org/project/geopandas,17436958.0,17543494.0,https://anaconda.org/conda-forge/geopandas,2020-06-24 14:59:24.383,2026-06-26 20:58:44.934,2026-06-26 20:58:44.934000,7883684.0,44.0,,,,,,2.0,,,,,,,,,,,
48,Rasterio,rasterio/rasterio,geospatial-data,,{},185.0,Rasterio reads and writes geospatial raster datasets.,19,False,rasterio,conda-forge/rasterio,,,,20590.0,20590.0,https://pypi.org/project/rasterio,6891750.0,7006840.0,https://anaconda.org/conda-forge/rasterio,2021-01-25 19:58:39.144,2026-08-09 22:38:17.456,2026-08-09 22:38:17.456000,7711035.0,88.0,,,,,,2.0,,,,,,,,,,,
49,Optuna,optuna/optuna,hyperopt,,{},397.0,A hyperparameter optimization framework.,19,False,optuna,conda-forge/optuna,,,,33411.0,33411.0,https://pypi.org/project/optuna,18369023.0,18426497.0,https://anaconda.org/conda-forge/optuna,2020-06-01 09:17:12.717,2026-06-01 10:52:13.216,2026-06-01 10:52:13.216000,4253130.0,46.0,,,,,,1.0,,,,,,,,,,,
50,dask.distributed,dask/distributed,distributed-ml,,{},351.0,Distributed scheduler for Dask.,19,False,distributed,conda-forge/distributed,,,,43031.0,43031.0,https://pypi.org/project/distributed,7423890.0,7771495.0,https://anaconda.org/conda-forge/distributed,2020-05-27 03:49:13.707,2026-08-27 20:46:16.705,2026-08-27 20:46:16.705000,26070411.0,233.0,,,,,,1.0,,,,,,,,,,,
51,onnx,onnx/onnx,model-serialisation,,{},414.0,Open Neural Network Exchange library.,19,False,onnx,conda-forge/onnx,,,,54043.0,54043.0,https://pypi.org/project/onnx,17715736.0,17761231.0,https://anaconda.org/conda-forge/onnx,2020-06-03 11:32:32.173,2026-06-23 19:00:35.296,2026-06-23 19:00:35.296000,3366661.0,35.0,,,,,,1.0,,,,,,,,,,,
52,Streamlit,streamlit/streamlit,model-serialisation,,{},338.0,,19,False,streamlit,,,,,1015592.0,1015592.0,https://pypi.org/project/streamlit,29836894.0,29836894.0,,,,,,,,,,,,1.0,,,,,,,,,,,
53,Thinc,explosion/thinc,ml-frameworks,,{},68.0,thinc: a lightweight deep learning library.,18,False,thinc,conda-forge/thinc,,,,72933.0,72933.0,https://pypi.org/project/thinc,25557045.0,25628419.0,https://anaconda.org/conda-forge/thinc,2020-05-25 09:58:57.636,2026-03-24 12:17:35.079,2026-03-24 12:17:35.079000,5353113.0,66.0,,,,,,2.0,,,,,,,,,,,
54,Flax,google/flax,ml-frameworks,,{},306.0,Flax: A neural network library for JAX designed for flexibility.,18,False,flax,conda-forge/flax,,,['jax'],16773.0,16773.0,https://pypi.org/project/flax,4288186.0,4291497.0,https://anaconda.org/conda-forge/flax,2021-03-31 20:01:18.364,2026-07-21 05:36:54.150,2026-07-21 05:36:54.150000,215251.0,31.0,,,,,,2.0,,,,,,,,,,,
55,Wand,emcconville/wand,image,,{},113.0,"Wand is a ctypes-based simple ImageMagick binding for Python, supporting 2.7, 3.6+, and PyPy.",18,False,wand,conda-forge/wand,,,,21512.0,21512.0,https://pypi.org/project/wand,1423172.0,1425888.0,https://anaconda.org/conda-forge/wand,2019-08-27 18:03:26.696,2025-04-22 14:57:10.980,2025-04-22 14:57:10.980000,228219.0,6.0,,,,,,1.0,MIT,,,,,,,,,,
56,MoviePy,Zulko/moviepy,image,,{},193.0,Video editing with Python.,18,False,moviepy,conda-forge/moviepy,,,,68870.0,68870.0,https://pypi.org/project/moviepy,6588342.0,6599001.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:16.118,2026-02-01 17:50:06.530,2026-02-01 17:50:06.530000,554310.0,8.0,,,,,,1.0,,,,,,,,,,,
57,arviz,arviz-devs/arviz,interpretability,,{},196.0,Exploratory analysis of Bayesian models with Python.,18,False,arviz,conda-forge/arviz,,,,12009.0,12009.0,https://pypi.org/project/arviz,3500185.0,3538363.0,https://anaconda.org/conda-forge/arviz,2020-05-23 03:05:32.458,2026-08-16 16:52:08.302,2026-08-16 16:52:08.302000,2863413.0,39.0,,,,,,1.0,,,,,,,,,,,
58,folium,python-visualization/folium,geospatial-data,,{},196.0,Make beautiful maps with Leaflet.js and Python.,18,False,folium,conda-forge/folium,,,,66074.0,66074.0,https://pypi.org/project/folium,3402208.0,3501167.0,https://anaconda.org/conda-forge/folium,2021-01-06 21:06:07.776,2025-06-16 22:46:07.761,2025-06-16 22:46:07.761000,6630270.0,31.0,,,,,,2.0,,,,,,,,,,,
59,Faiss,facebookresearch/faiss,nn-search,,{},343.0,A library for efficient similarity search and clustering of dense vectors.,18,False,pymilvus,conda-forge/faiss,,,,5023.0,5023.0,https://pypi.org/project/pymilvus,5751157.0,5806569.0,https://anaconda.org/conda-forge/faiss,2020-06-13 12:51:19.207,2026-08-12 02:39:26.284,2026-08-12 02:39:26.284000,4100522.0,12.0,,,,,,1.0,,,,,,,,,,,
60,Pydub,jiaaro/pydub,audio,,{},96.0,Manipulate audio with a simple and easy high level interface.,18,False,pydub,conda-forge/pydub,,,,112665.0,112665.0,https://pypi.org/project/pydub,21596560.0,21601564.0,https://anaconda.org/conda-forge/pydub,2021-03-07 19:47:43.182,2025-04-22 14:56:58.184,2025-04-22 14:56:58.184000,325284.0,4.0,,,,,,1.0,,,,,,,,,,,
61,PyOD,yzhao062/pyod,ml-frameworks,,{},75.0,A Python Toolkit for Scalable Outlier Detection (Anomaly Detection).,17,False,pyod,conda-forge/pyod,,,,5718.0,5718.0,https://pypi.org/project/pyod,4942124.0,4945034.0,https://anaconda.org/conda-forge/pyod,2020-05-21 23:31:10.016,2026-08-17 20:55:42.478,2026-08-17 20:55:42.478000,218267.0,59.0,,,,,,2.0,,,,,,,,,,,
62,ftfy,rspeer/python-ftfy,nlp,,{},22.0,Fixes some problems with Unicode text after the fact.,17,False,ftfy,conda-forge/ftfy,,,,35991.0,35991.0,https://pypi.org/project/ftfy,16503905.0,16512543.0,https://anaconda.org/conda-forge/ftfy,2021-01-20 08:08:07.817,2025-04-22 14:56:35.312,2025-04-22 14:56:35.312000,578808.0,15.0,,,,,,2.0,,,,,,,,,,,
63,llama_index,run-llama/llama_index,agents,,{},1991.0,,17,False,llama_index,,,,,25380.0,25380.0,https://pypi.org/project/llama_index,7167281.0,7167281.0,,,,,,,,,,,,2.0,,,,,,,,,,,
64,langgraph,langchain-ai/langgraph,agents,,{},284.0,,17,False,langgraph,,,,,46595.0,46595.0,https://pypi.org/project/langgraph,69344306.0,69344306.0,,,,,,,,,,,,2.0,,,,,,,,,,,
65,crewAI,crewAIInc/crewAI,agents,,{},304.0,,17,False,crewai,,,,,20515.0,20515.0,https://pypi.org/project/crewai,30450518.0,30450518.0,,,,,,,,,,,,2.0,,,,,,,,,,,
66,ImageHash,JohannesBuchner/imagehash,image,,{},30.0,A Python Perceptual Image Hahsing Module.,17,False,ImageHash,conda-forge/imagehash,,,,18859.0,18859.0,https://pypi.org/project/ImageHash,5785738.0,5795138.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:47.916,2025-04-22 14:56:29.803,2025-04-22 14:56:29.803000,648641.0,8.0,,,,,,2.0,,,,,,,,,,,
67,Kornia,kornia/kornia,image,,{},370.0,Kornia is a differentiable computer vision library for PyTorch.,17,False,kornia,conda-forge/kornia,,,['pytorch'],17862.0,17862.0,https://pypi.org/project/kornia,3233255.0,3237768.0,https://anaconda.org/conda-forge/kornia,2020-12-09 16:29:41.029,2025-11-08 13:20:35.488,2025-11-08 13:20:35.488000,306920.0,27.0,,,,,,2.0,,,,,,,,,,,
68,HoloViews,holoviz/holoviews,data-viz,,{},163.0,Stop plotting your data - annotate your data and let it visualize itself.,17,False,holoviews,conda-forge/holoviews,,,['jupyter'],16854.0,16854.0,https://pypi.org/project/holoviews,1802500.0,1851612.0,https://anaconda.org/conda-forge/holoviews,2020-06-23 16:07:32.048,2026-08-24 12:07:40.636,2026-08-24 12:07:40.636000,3626451.0,78.0,,,,,,2.0,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,106.0,,,,,,,
