,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
70,geojson,jazzband/geojson,geospatial-data,,{},61.0,Python bindings and utilities for GeoJSON.,17,False,geojson,conda-forge/geojson,,,,21278.0,21278.0,https://pypi.org/project/geojson,4699332.0,4739437.0,https://anaconda.org/conda-forge/geojson,2023-02-16 15:57:16.750,2026-05-29 12:40:14.414,2026-05-29 12:40:14.414000,1684418.0,13.0,,,,,,2.0,,,,,,,,,,,
71,Fiona,Toblerity/Fiona,geospatial-data,,{},78.0,Fiona reads and writes spatial data files.,17,False,fiona,conda-forge/fiona,,,,27637.0,27637.0,https://pypi.org/project/fiona,5981502.0,6138870.0,https://anaconda.org/conda-forge/fiona,2020-07-27 18:07:57.882,2025-12-29 23:44:48.634,2025-12-29 23:44:48.634000,11487882.0,51.0,,,,,,2.0,,,,,,,,,,,
72,Hyperopt,hyperopt/hyperopt,hyperopt,,{},108.0,Distributed Asynchronous Hyper-parameter Optimization.,17,False,hyperopt,conda-forge/hyperopt,,,,22653.0,22653.0,https://pypi.org/project/hyperopt,2688615.0,2701753.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:11.589,2026-08-04 16:49:49.497,2026-08-04 16:49:49.497000,919724.0,8.0,,,,,,1.0,,,,,,,,,,,
73,DVC,iterative/dvc,ml-experiments,,{},332.0,DVC tracks ML models and data sets.,17,False,dvc,conda-forge/dvc,,,,24736.0,24736.0,https://pypi.org/project/dvc,2833764.0,2884845.0,https://anaconda.org/conda-forge/dvc,2020-06-19 15:26:50.030,2026-03-31 06:31:23.617,2026-03-31 06:31:23.617000,3780019.0,340.0,,,,,,2.0,,,,,,,dvc,dvc,dvc,,
74,tensorboardX,lanpa/tensorboardX,ml-experiments,,{},86.0,tensorboard for pytorch.,17,False,tensorboardX,conda-forge/tensorboardx,,,,61816.0,61816.0,https://pypi.org/project/tensorboardX,5897825.0,5917712.0,https://anaconda.org/conda-forge/tensorboardx,2020-07-06 20:33:54.325,2025-04-22 14:56:45.200,2025-04-22 14:56:45.200000,1451777.0,17.0,,,,,,2.0,,,,,,,,,,,
75,NiBabel,nipy/nibabel,medical-data,,{},116.0,Python package to access a cacophony of neuro-imaging file formats.,17,False,nibabel,conda-forge/nibabel,,,,31236.0,31236.0,https://pypi.org/project/nibabel,1844061.0,1864371.0,https://anaconda.org/conda-forge/nibabel,2020-06-30 18:23:29.640,2026-06-09 01:40:14.470,2026-06-09 01:40:14.470000,1502984.0,33.0,,,,,,1.0,,,,,,,,,,,
76,NIPYPE,nipy/nipype,medical-data,,{},266.0,"Nipype, an open-source, community-developed initiative under the umbrella of NiPy, is a Python project that provides a..",17,False,nipype,conda-forge/nipype,,,,7320.0,7320.0,https://pypi.org/project/nipype,347100.0,369702.0,https://anaconda.org/conda-forge/nipype,2020-08-16 18:50:39.769,2025-05-05 13:43:30.848,2025-05-05 13:43:30.848000,1627372.0,49.0,,,,,,1.0,Apache-2.0,,,,,-1.0,,,,,
77,PyNNDescent,lmcinnes/pynndescent,nn-search,,{},33.0,Simple fast approximate nearest neighbor search.,17,False,pynndescent,conda-forge/pynndescent,,,,14070.0,14070.0,https://pypi.org/project/pynndescent,6662345.0,6702705.0,https://anaconda.org/conda-forge/pynndescent,2020-07-01 15:27:13.844,2026-07-31 16:12:10.661,2026-07-31 16:12:10.661000,2946296.0,26.0,,,,,,1.0,,,,,,,,,,,
78,Core ML Tools,apple/coremltools,model-serialisation,,{},236.0,Core ML is an Apple framework to integrate machine learning models into your app. Core ML provides a unified..,17,False,coremltools,conda-forge/coremltools,,,,5608.0,5608.0,https://pypi.org/project/coremltools,3007878.0,3010148.0,https://anaconda.org/conda-forge/coremltools,2020-10-16 19:48:15.220,2026-06-22 13:38:39.137,2026-06-22 13:38:39.137000,158953.0,5.0,,,,,,2.0,,,,,,,,,,,
79,Gradio,gradio-app/gradio,model-serialisation,,{},506.0,,17,False,gradio,,,,,89516.0,89516.0,https://pypi.org/project/gradio,15986738.0,15986738.0,,,,,,,,,,,,2.0,,,,,,,,,,,
80,optimum,huggingface/optimum,gpu-utilities,,{},167.0,"Optimum Library is an extension of the Hugging Face Transformers library, providing a framework to integrate third-..",17,False,optimum,conda-forge/optimum,,,,7298.0,7298.0,https://pypi.org/project/optimum,1975126.0,1977369.0,https://anaconda.org/conda-forge/optimum,2022-04-01 08:22:36.713,2026-08-04 22:32:24.368,2026-08-04 22:32:24.368000,116646.0,33.0,,,,,,1.0,,,,,,,,,,,
81,pymc,pymc-devs/pymc,probabilistics,,{},570.0,Probabilistic Programming in Python.,17,False,pymc,conda-forge/pymc,,,,8097.0,8097.0,https://pypi.org/project/pymc,1903934.0,1917934.0,https://anaconda.org/conda-forge/pymc,2020-10-13 03:19:15.240,2026-08-16 12:00:47.436,2026-08-16 12:00:47.436000,980014.0,92.0,,,,,,1.0,,,,,,,,,,,
82,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,{},329.0,tensorflow/datasets is a library of datasets ready to use with TensorFlow.,17,False,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],25577.0,25577.0,https://pypi.org/project/tensorflow-datasets,1639633.0,1640570.0,https://anaconda.org/conda-forge/tensorflow-datasets,2021-05-04 09:11:33.308,2025-04-22 14:57:51.541,2025-04-22 14:57:51.541000,59071.0,9.0,,,,,,1.0,,,,,,,,,,,
83,MLxtend,rasbt/mlxtend,sklearn-utils,,{},122.0,Machine Learning Library Extensions.,17,False,mlxtend,conda-forge/mlxtend,,,['sklearn'],21016.0,21016.0,https://pypi.org/project/mlxtend,1087425.0,1099134.0,https://anaconda.org/conda-forge/mlxtend,2020-07-28 03:34:49.886,2026-06-09 21:10:46.329,2026-06-09 21:10:46.329000,854800.0,25.0,,,,,,1.0,,,,,,,,,,,
84,agate,wireservice/agate,others,,{},62.0,A data analysis library that is optimized for humans instead of machines.,17,False,agate,conda-forge/agate,,,,5881.0,5881.0,https://pypi.org/project/agate,35410540.0,35422002.0,https://anaconda.org/conda-forge/agate,2021-05-30 20:16:52.450,2026-02-27 18:41:38.959,2026-02-27 18:41:38.959000,722157.0,19.0,,,,,,1.0,,,,,,,,,,,
85,CuPy,cupy/cupy,gpu-utilities,,{},464.0,CuPy: NumPy & SciPy for GPU.,16,False,cupy,conda-forge/cupy,cupy/cupy,,,7902.0,7902.0,https://pypi.org/project/cupy,30140.0,154146.0,https://anaconda.org/conda-forge/cupy,2020-05-23 18:55:49.350,2026-06-01 13:39:01.924,2026-08-20 06:37:15.062453,9186492.0,65.0,https://hub.docker.com/r/cupy/cupy,2026-08-20 06:37:15.062453,14.0,14.0,114014.0,1.0,,,,,,,,,,,
86,LightGBM,microsoft/LightGBM,ml-frameworks,,{},351.0,LightGBM is a gradient boosting framework that uses tree based learning algorithms.,16,False,lightgbm,conda-forge/lightgbm,,,,174.0,174.0,https://pypi.org/project/lightgbm,26083996.0,26161275.0,https://anaconda.org/conda-forge/lightgbm,2020-09-01 12:55:08.262,2026-07-20 03:34:31.957,2026-07-20 03:34:31.957000,5486820.0,32.0,,,,,,2.0,,,,,,,,,,,
87,Ignite,pytorch/ignite,ml-frameworks,,{},262.0,A lightweight library to help with training neural networks in PyTorch.,16,False,pytorch-ignite,pytorch/ignite,,,['pytorch'],4041.0,4041.0,https://pypi.org/project/pytorch-ignite,320222.0,323055.0,https://anaconda.org/pytorch/ignite,2018-06-20 15:36:52.783,2026-07-22 15:14:18.114,2026-07-22 15:14:18.114000,277710.0,28.0,,,,,,2.0,,,,,,,,,,,
88,jellyfish,jamesturk/jellyfish,nlp,,{},37.0,A library for doing approximate and phonetic matching of strings.,16,False,jellyfish,conda-forge/jellyfish,,,,15471.0,15471.0,https://pypi.org/project/jellyfish,10734072.0,10766783.0,https://anaconda.org/conda-forge/jellyfish,2020-06-10 16:23:01.195,2025-11-25 21:17:09.326,2025-11-25 21:17:09.326000,2420624.0,19.0,,,,,,2.0,,,,,,,,,,,
89,ultralytics,ultralytics/ultralytics,image,,{},432.0,,16,False,ultralytics,,,,,59634.0,59634.0,https://pypi.org/project/ultralytics,8247380.0,8247380.0,,,,,,,,,,,,2.0,,,,,,,,,,,
90,imgaug,aleju/imgaug,image,,{},36.0,Image augmentation for machine learning experiments.,16,False,imgaug,conda-forge/imgaug,,,,26557.0,26557.0,https://pypi.org/project/imgaug,1108692.0,1111799.0,https://anaconda.org/conda-forge/imgaug,2019-06-05 06:04:19.977,2025-04-22 14:57:06.395,2025-04-22 14:57:06.395000,267238.0,3.0,,,,,,2.0,,,,,,,,,,,
91,imutils,PyImageSearch/imutils,image,,{},21.0,"A series of convenience functions to make basic image processing functions such as translation, rotation, resizing,..",16,False,imutils,conda-forge/imutils,,,,54250.0,54250.0,https://pypi.org/project/imutils,755610.0,759726.0,https://anaconda.org/conda-forge/imutils,2020-07-07 12:49:26.774,2025-04-22 14:57:06.837,2025-04-22 14:57:06.837000,300494.0,3.0,,,,,,2.0,,,,,,,,,,,
92,cartopy,SciTools/cartopy,data-viz,,{},142.0,A library providing cartographic tools for python.,16,False,cartopy,conda-forge/cartopy,,,,8845.0,8845.0,https://pypi.org/project/cartopy,1728209.0,1835045.0,https://anaconda.org/conda-forge/cartopy,2020-05-18 16:23:27.911,2026-08-10 13:47:41.548,2026-08-10 13:47:41.548000,8012729.0,27.0,,,,,,2.0,,,,,,,,,,,
93,plotnine,has2k1/plotnine,data-viz,,{},122.0,A grammar of graphics for python.,16,False,plotnine,conda-forge/plotnine,,,,13050.0,13050.0,https://pypi.org/project/plotnine,3171379.0,3182086.0,https://anaconda.org/conda-forge/plotnine,2020-06-05 19:51:41.903,2026-08-14 16:58:02.909,2026-08-14 16:58:02.909000,792389.0,38.0,,,,,,2.0,,,,,,,,,,,
94,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,{},321.0,Scientific Graphics and GUI Library for Python.,16,False,pyqtgraph,conda-forge/pyqtgraph,,,,13892.0,13892.0,https://pypi.org/project/pyqtgraph,1026572.0,1043826.0,https://anaconda.org/conda-forge/pyqtgraph,2020-06-09 00:20:24.502,2025-11-19 10:58:06.682,2025-11-19 10:58:06.682000,1276846.0,18.0,,,,,,2.0,,,,,,,,,,,
95,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,{},98.0,A Jupyter widget for dynamic Leaflet maps.,16,False,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],18326.0,18326.0,https://pypi.org/project/ipyleaflet,430155.0,474585.0,https://anaconda.org/conda-forge/ipyleaflet,2020-05-25 11:11:25.372,2025-06-13 19:35:58.799,2025-06-13 19:35:58.799000,3132974.0,74.0,,,,,,3.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2658.0,,,,,,,
96,BoTorch,pytorch/botorch,hyperopt,,{},165.0,Bayesian Optimization in PyTorch.,16,False,botorch,conda-forge/botorch,,,['pytorch'],1951.0,1951.0,https://pypi.org/project/botorch,931522.0,934672.0,https://anaconda.org/conda-forge/botorch,2020-08-01 11:16:39.122,2026-06-09 03:34:16.649,2026-06-09 03:34:16.649000,226853.0,43.0,,,,,,1.0,,,,,,,,,,,
97,Nilearn,nilearn/nilearn,medical-data,,{},283.0,Statistical learning for neuroimaging in Python.,16,False,nilearn,conda-forge/nilearn,,,['sklearn'],4603.0,4603.0,https://pypi.org/project/nilearn,227754.0,236696.0,https://anaconda.org/conda-forge/nilearn,2020-11-12 13:26:01.761,2026-07-02 10:30:48.603,2026-07-02 10:30:48.603000,617003.0,31.0,,,,,,2.0,,,,,,,,,,,
98,MONAI,Project-MONAI/MONAI,medical-data,,{},301.0,AI Toolkit for Healthcare Imaging.,16,False,monai,conda-forge/monai,,,['pytorch'],4744.0,4744.0,https://pypi.org/project/monai,644024.0,645373.0,https://anaconda.org/conda-forge/monai,2021-12-29 09:55:36.763,2026-01-28 07:31:46.743,2026-01-28 07:31:46.743000,75590.0,15.0,,,,,,2.0,,,,,,,,,,,
99,sktime,alan-turing-institute/sktime,time-series-data,,{},635.0,A unified framework for machine learning with time series.,16,False,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4879.0,4879.0,https://pypi.org/project/sktime,1115938.0,1137554.0,https://anaconda.org/conda-forge/sktime-all-extras,2021-07-28 06:16:34.545,2025-12-07 07:18:44.347,2025-12-07 07:18:44.347000,1318602.0,76.0,,,,,,1.0,,,,,,,,,,,
100,STUMPY,TDAmeritrade/stumpy,time-series-data,,{},46.0,"STUMPY is a powerful and scalable Python library that computes something called a matrix profile, which can then be..",16,False,stumpy,conda-forge/stumpy,,,,1670.0,1670.0,https://pypi.org/project/stumpy,455081.0,472316.0,https://anaconda.org/conda-forge/stumpy,2020-06-15 15:52:12.048,2026-02-08 02:09:16.381,2026-02-08 02:09:16.381000,1275457.0,29.0,,,,,,1.0,BSD-3-Clause,,,,,,,,,,
101,metrics,Lightning-AI/metrics,pytorch-utils,,{},294.0,Collection of PyTorch native metrics for easy evaluating machine learning models.,16,False,metrics,conda-forge/torchmetrics,,,['pytorch'],47973.0,47973.0,https://pypi.org/project/metrics,23762.0,72404.0,https://anaconda.org/conda-forge/torchmetrics,2021-03-16 10:50:04.846,2026-03-18 09:56:39.711,2026-03-18 09:56:39.711000,3161784.0,61.0,,,,,,1.0,,,,,,,,,,,
102,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,{},76.0,A collection of sklearn transformers to encode categorical variables as numeric.,16,False,category_encoders,conda-forge/category_encoders,,,['sklearn'],4229.0,4229.0,https://pypi.org/project/category_encoders,2877784.0,2887551.0,https://anaconda.org/conda-forge/category_encoders,2021-10-13 18:33:31.261,2026-07-28 19:16:21.783,2026-07-28 19:16:21.783000,566508.0,26.0,,,,,,1.0,,,,,,,,,,,
103,TorchServe,pytorch/serve,model-serialisation,,{},222.0,Model serving on PyTorch.,15,False,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],954.0,954.0,https://pypi.org/project/torchserve,32367.0,63646.0,https://anaconda.org/pytorch/torchserve,2020-04-21 03:52:57.365,2025-03-25 16:24:31.948,2025-03-25 16:24:31.948000,757848.0,25.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,33.0,33.0,1619426.0,2.0,,,,,,,,,,,
104,Fastai,fastai/fastai,ml-frameworks,,{},263.0,,15,False,fastai,,,,['pytorch'],23521.0,23521.0,https://pypi.org/project/fastai,694713.0,694713.0,,,,,,,,,,,,2.0,,,,,,,,,,,
105,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,{},1528.0,,15,False,paddlepaddle,,,,['paddle'],9658.0,9658.0,https://pypi.org/project/paddlepaddle,2326761.0,2326761.0,,,,,,,,,,,,2.0,,,,,,,,,,,
106,thefuzz,seatgeek/thefuzz,nlp,,{},13.0,Fuzzy string matching in python.,15,False,thefuzz,conda-forge/thefuzz,,,,6063.0,6063.0,https://pypi.org/project/thefuzz,10196644.0,10198043.0,https://anaconda.org/conda-forge/thefuzz,2022-01-13 22:10:32.583,2025-04-22 14:58:08.752,2025-04-22 14:58:08.752000,76971.0,2.0,,,,,,2.0,,,,,,,,,,,
107,flair,flairNLP/flair,nlp,,{},278.0,A very simple framework for state-of-the-art NLP.,15,False,flair,conda-forge/python-flair,,,['pytorch'],4180.0,4180.0,https://pypi.org/project/flair,170709.0,171541.0,https://anaconda.org/conda-forge/python-flair,2020-07-28 19:00:35.095,2025-04-22 14:57:32.879,2025-04-22 14:57:32.879000,60754.0,14.0,,,,,,2.0,,,,,,,,,,,
108,stanza,stanfordnlp/stanza,nlp,,{},78.0,"Stanza: A Python NLP Library for Many Human Languages, by the Stanford NLP Group.",15,False,stanza,stanfordnlp/stanza,,,,4335.0,4335.0,https://pypi.org/project/stanza,1148635.0,1148760.0,https://anaconda.org/stanfordnlp/stanza,2020-03-14 02:34:20.643,2025-03-25 16:28:39.162,2025-03-25 16:28:39.162000,9664.0,13.0,,,,,,2.0,,,,,,,,,,,
109,torchvision,pytorch/vision,image,,{},691.0,Image and video datasets and models for torch deep learning.,15,False,torchvision,conda-forge/torchvision,,,['pytorch'],24.0,24.0,https://pypi.org/project/torchvision,35981638.0,36062084.0,https://anaconda.org/conda-forge/torchvision,2021-03-09 23:13:43.284,2026-08-01 22:03:05.408,2026-08-01 22:03:05.408000,5229053.0,32.0,,,,,,2.0,,,,,,,,,,,
110,pyvips,libvips/pyvips,image,,{},21.0,Binding for libvips.,15,False,pyvips,conda-forge/pyvips,,,,1435.0,1435.0,https://pypi.org/project/pyvips,854649.0,860059.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 09:36:00.636,2026-06-01 08:56:11.218,2026-06-01 08:56:11.218000,378748.0,9.0,,,,,,2.0,,,,,,,,,,,
111,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,{},123.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",15,False,ocrmypdf,conda-forge/ocrmypdf,,,,1583.0,1583.0,https://pypi.org/project/ocrmypdf,1177749.0,1180071.0,https://anaconda.org/conda-forge/ocrmypdf,2021-02-25 13:52:39.515,2026-08-05 07:56:00.221,2026-08-05 07:56:00.221000,153259.0,55.0,,,,,,1.0,,,,,,,ocrmypdf,ocrmypdf,,,
112,EasyOCR,JaidedAI/EasyOCR,ocr,,{},129.0,,15,False,easyocr,,,,,18164.0,18164.0,https://pypi.org/project/easyocr,3584043.0,3584043.0,,,,,,,,,,,,1.0,,,,,,,,,,,
113,mpld3,mpld3/mpld3,data-viz,,{},55.0,D3 Viewer for Matplotlib.,15,False,mpld3,conda-forge/mpld3,,,,7757.0,7757.0,https://pypi.org/project/mpld3,501647.0,508690.0,https://anaconda.org/conda-forge/mpld3,2020-06-15 20:42:17.133,2025-11-05 19:20:00.823,2025-11-05 19:20:00.823000,448393.0,13.0,,,,,,2.0,,mpld3,https://www.npmjs.com/package/mpld3,984.0,,,,,,,
114,hvPlot,holoviz/hvplot,data-viz,,{},54.0,A high-level plotting API for the PyData ecosystem built on HoloViews.,15,False,hvplot,conda-forge/hvplot,,,,7533.0,7533.0,https://pypi.org/project/hvplot,1335066.0,1349453.0,https://anaconda.org/conda-forge/hvplot,2020-06-02 12:42:34.211,2025-12-18 15:35:41.427,2025-12-18 15:35:41.427000,1064645.0,26.0,,,,,,2.0,,,,,,,,,,,
115,missingno,ResidentMario/missingno,data-viz,,{},18.0,Missing data visualization module for Python.,15,False,missingno,conda-forge/missingno,,,,23630.0,23630.0,https://pypi.org/project/missingno,496299.0,516586.0,https://anaconda.org/conda-forge/missingno,2024-03-02 01:06:25.066,2025-09-17 20:28:20.219,2025-09-17 20:28:20.219000,588330.0,5.0,,,,,,2.0,,,,,,,,,,,
116,VisPy,vispy/vispy,data-viz,,{},210.0,High-performance interactive 2D/3D data visualization library.,15,False,vispy,conda-forge/vispy,,,['jupyter'],2324.0,2324.0,https://pypi.org/project/vispy,1358345.0,1378804.0,https://anaconda.org/conda-forge/vispy,2020-09-24 16:39:06.228,2026-05-20 16:45:50.072,2026-05-20 16:45:50.072000,1451696.0,38.0,,,,,,2.0,,vispy,https://www.npmjs.com/package/vispy,13.0,,,,,,,
117,evaluate,huggingface/evaluate,interpretability,,{},139.0,,15,False,evaluate,,,,,25917.0,25917.0,https://pypi.org/project/evaluate,5653960.0,5653960.0,,,,,,,,,,,,1.0,,,,,,,,,,,
118,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,15,False,lime,conda-forge/lime,,,,9854.0,9854.0,https://pypi.org/project/lime,446772.0,452149.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659,2025-04-22 14:56:30.659000,397923.0,11.0,,,,,,1.0,,,,,,,,,,,
119,igraph,igraph/python-igraph,graph,,{},81.0,An open source and free collection of network analysis tool.,15,False,python-igraph,conda-forge/igraph,,,,4940.0,4940.0,https://pypi.org/project/python-igraph,559543.0,577038.0,https://anaconda.org/conda-forge/igraph,2020-08-20 13:08:22.426,2025-12-27 19:06:26.854,2025-12-27 19:06:26.854000,1259710.0,35.0,,,,,,1.0,,,,,,,,,,,
120,ta,bukosabino/ta,financial-data,,{},34.0,Technical Analysis Library in Python.,15,False,ta,conda-forge/ta,,,,10434.0,10434.0,https://pypi.org/project/ta,924773.0,925508.0,https://anaconda.org/conda-forge/ta,2021-02-08 22:42:23.078,2025-04-22 14:57:46.184,2025-04-22 14:57:46.184000,48520.0,7.0,,,,,,1.0,,,,,,,,,,,
121,arch,bashtage/arch,financial-data,,{},40.0,Autoregressive Conditional Heteroskedasticity (ARCH) and other tools for financial econometrics.,15,False,arch,conda-forge/arch-py,,,,3850.0,3850.0,https://pypi.org/project/arch,999988.0,1011214.0,https://anaconda.org/conda-forge/arch-py,2020-06-25 00:04:53.242,2025-10-21 13:02:21.450,2025-10-21 13:02:21.450000,830776.0,23.0,,,,,,1.0,,,,,,,,,,,
122,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,{},76.0,Sequential model-based optimization toolbox.,15,False,scikit-optimize,conda-forge/scikit-optimize,,,,9114.0,9114.0,https://pypi.org/project/scikit-optimize,829808.0,843189.0,https://anaconda.org/conda-forge/scikit-optimize,2020-08-07 15:12:33.756,2025-07-26 15:19:34.264,2025-07-26 15:19:34.264000,963441.0,14.0,,,,,,1.0,,,,,,,,,,,
123,Ax,facebook/Ax,hyperopt,,{},218.0,Adaptive Experimentation.,15,False,ax-platform,conda-forge/ax-platform,,,['pytorch'],1340.0,1340.0,https://pypi.org/project/ax-platform,184354.0,185518.0,https://anaconda.org/conda-forge/ax-platform,2021-06-22 17:59:01.165,2026-06-17 01:27:01.329,2026-06-17 01:27:01.329000,72213.0,29.0,,,,,,1.0,,,,,,,,,,,
124,snakemake,snakemake/snakemake,ml-experiments,,{},407.0,A popular workflow management system aiming at full in-silico reproducibility.,15,False,snakemake,bioconda/snakemake,,,,2700.0,2700.0,https://pypi.org/project/snakemake,249980.0,264436.0,https://anaconda.org/bioconda/snakemake,2015-10-17 15:43:54.867,2026-08-18 13:17:07.736,2026-08-18 13:17:07.736000,1879341.0,370.0,,,,,,2.0,,,,,,,,,,,
