,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,recent_commit_count,trending,helm_id,maven_id,updated_github_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
448,What-If Tool,PAIR-code/what-if-tool,interpretability,,{},21.0,An easy-to-use interface for expanding understanding of a black-box classification or regression ML model.,7,False,witwidget,conda-forge/tensorboard-plugin-wit,,,,2020-06-22 09:11:25.867,2025-04-22 14:57:28.709000,,,,,,,,,,,,44899.0,4.0,2.0,2.0,https://pypi.org/project/witwidget,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2025-04-22 14:57:28.709,2670486.0,3.0,,9217.0,,,,,,,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,76.0,,,
449,LIT,PAIR-code/lit,interpretability,,{},38.0,"The Language Interpretability Tool (LIT) is a visual, interactive model-understanding tool for NLP models.",7,False,lit-nlp,conda-forge/lit-nlp,,,,2020-09-15 18:01:28.584,2025-04-22 14:57:35.818000,,,,,,,,,,,,12570.0,6.0,,,https://pypi.org/project/lit-nlp,https://anaconda.org/conda-forge/lit-nlp,2025-04-22 14:57:35.818,162580.0,3.0,,10312.0,,,,,,,,,,,,,,,,,
450,Netron,lutzroeder/netron,interpretability,,{},,,7,False,netron,,"['pytorch', 'tensorflow']",,,,,,,,,,,,,,,,82584.0,,13.0,13.0,https://pypi.org/project/netron,,,,3.0,,82584.0,,,,,,,,,,,,,,,,,
451,eli5,TeamHG-Memex/eli5,interpretability,,{},17.0,Debug machine learning classifiers and explain their predictions.,7,False,eli5,conda-forge/eli5,,,,2020-06-15 13:11:09.444,2025-04-30 05:40:51.091000,,,,,,,,,,,,96124.0,12.0,,,https://pypi.org/project/eli5,https://anaconda.org/conda-forge/eli5,2025-04-30 05:40:51.091,409802.0,3.0,,90660.0,,,,,,,,,,,,,,,,,
452,keract,philipperemy/keract,interpretability,,{},17.0,,7,False,keract,,['tensorflow'],,,,,,,,,,,,,,,,6059.0,,266.0,266.0,https://pypi.org/project/keract,,,,3.0,,6059.0,,,,,,,,,,,,,,,,,
453,tf-explain,sicara/tf-explain,interpretability,,{},18.0,,7,False,tf-explain,,['tensorflow'],,,,,,,,,,,,,,,,1353.0,,301.0,301.0,https://pypi.org/project/tf-explain,,,,3.0,,1353.0,,,,,,,,,,,,,,,,,
454,iNNvestigate,albermax/innvestigate,interpretability,,{},22.0,,7,False,innvestigate,,['tensorflow'],,BSD-2-Clause,,,,,,,,,,,,,,114.0,,151.0,151.0,https://pypi.org/project/innvestigate,,,,3.0,,114.0,,,,,,,,,,,,,,,,,
455,tf-keras-vis,keisen/tf-keras-vis,interpretability,,{},3.0,,7,False,tf-keras-vis,,['tensorflow'],,,,,,,,,,,,,,,,1890.0,,235.0,235.0,https://pypi.org/project/tf-keras-vis,,,,3.0,,1890.0,,,,,,,,,,,,,,,,,
456,Explainability 360,Trusted-AI/AIX360,interpretability,,{},43.0,,7,False,aix360,,,,,,,,,,,,,,,,,,1467.0,,175.0,175.0,https://pypi.org/project/aix360,,,,3.0,,1467.0,,,,,,,,,,,,,,,,,
457,pygod,pygod-team/pygod,graph,,{},17.0,A Python Library for Graph Outlier Detection (Anomaly Detection).,7,False,pygod,conda-forge/pygod,,,,2022-04-19 10:09:06.849,2025-04-22 14:58:15.321000,,,,,,,,,,,,305.0,6.0,56.0,56.0,https://pypi.org/project/pygod,https://anaconda.org/conda-forge/pygod,2025-04-22 14:58:15.321,16189.0,3.0,,,,,,,,,,,,,,,,,,,
458,Talos,autonomio/talos,hyperopt,,{},23.0,,7,False,talos,,['tensorflow'],,,,,,,,,,,,,,,,346.0,,208.0,208.0,https://pypi.org/project/talos,,,,3.0,,346.0,,,,,,,,,,,,,,,,,
459,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,{},50.0,,7,False,sklearn-genetic-opt,,,,,,,,,,,,,,,,,,2708.0,,75.0,75.0,https://pypi.org/project/sklearn-genetic-opt,,,,3.0,,2708.0,,,,,,,,,,,,,,,,,
460,SMAC3,automl/SMAC3,hyperopt,,{},83.0,Sequential Model-based Algorithm Configuration.,7,False,smac,conda-forge/smac,,,,2021-03-19 15:08:39.735,2025-04-22 14:57:48.900000,,,,,,,,,,,,18235.0,16.0,,,https://pypi.org/project/smac,https://anaconda.org/conda-forge/smac,2025-04-22 14:57:48.900,49158.0,3.0,,17491.0,,,,,,,,,,,,,,,,,
461,lightwood,mindsdb/lightwood,hyperopt,,{},50.0,,7,False,lightwood,,['pytorch'],,,,,,,,,,,,,,,,7018.0,,142.0,142.0,https://pypi.org/project/lightwood,,,,3.0,,7018.0,,,,,,,,,,,,,,,,,
462,Labml,labmlai/labml,ml-experiments,,{},9.0,,7,False,labml,,,,,,,,,,,,,,,,,,4534.0,,250.0,250.0,https://pypi.org/project/labml,,,,3.0,,4534.0,,,,,,,,,,,,,,,,,
463,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,{},130.0,,7,False,finrl,,,,,,,,,,,,,,,,,,2149.0,,116.0,116.0,https://pypi.org/project/finrl,,,,3.0,,2149.0,,,,,,,,,,,,,,,,,
464,Glow,projectglow/glow,medical-data,,{},29.0,An open-source toolkit for large-scale genomic analysis.,7,False,glow.py,conda-forge/glow,,,,2021-02-25 05:34:28.952,2025-04-22 14:57:47.356000,,,,,,,,,,,,40019.0,3.0,,,https://pypi.org/project/glow.py,https://anaconda.org/conda-forge/glow,2025-04-22 14:57:47.356,9794.0,3.0,,39873.0,,,,,,,,,,,,,,,,,
465,SynapseML,microsoft/SynapseML,distributed-ml,,{},135.0,,7,False,synapseml,,,,,,,,,,,,,,,,,,1249246.0,,,,https://pypi.org/project/synapseml,,,,3.0,,1249246.0,,,,,,,,,,,,,,,,,
466,Hivemind,learning-at-home/hivemind,distributed-ml,,{},34.0,,7,False,hivemind,,,,,,,,,,,,,,,,,,2899.0,,135.0,135.0,https://pypi.org/project/hivemind,,,,3.0,,2899.0,,,,,,,,,,,,,,,,,
467,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,{},34.0,Deep learning with TensorFlow on Apache Spark clusters.,7,False,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,,2019-12-05 16:17:47.431,2025-04-22 14:57:18.376000,,,,,,,,,,,,8464.0,10.0,,,https://pypi.org/project/tensorflowonspark,https://anaconda.org/conda-forge/tensorflowonspark,2025-04-22 14:57:18.376,37457.0,3.0,,8002.0,,,,,,,,,,,,,,,,,
468,orbit,uber/orbit,time-series-data,,{},23.0,Orbit is a package for bayesian time series modeling and inference.,7,False,orbit-ml,conda-forge/orbit-ml,,,,2022-01-18 22:39:37.059,2026-03-06 03:11:30.016000,,,,,,,,,,,,14751.0,9.0,,,https://pypi.org/project/orbit-ml,https://anaconda.org/conda-forge/orbit-ml,2026-03-06 03:11:30.016,45976.0,3.0,,13930.0,,,,,,,,,,,,,,,,,
469,ADTK,arundo/adtk,time-series-data,,{},11.0,A package for unsupervised time series anomaly detection.,7,False,adtk,conda-forge/adtk,,,,2020-03-04 17:10:14.111,2025-04-22 14:57:22.632000,,,,,,,,,,,,362120.0,3.0,,,https://pypi.org/project/adtk,https://anaconda.org/conda-forge/adtk,2025-04-22 14:57:22.632,12990.0,3.0,,361954.0,,,,,,,,,,,,,,,,,
470,RecBole,RUCAIBox/RecBole,recommender-systems,,{},79.0,"A unified, comprehensive and efficient recommendation library.",7,False,recbole,aibox/recbole,['pytorch'],,,2020-11-03 11:40:53.137,2025-03-25 16:28:44.170000,,,,,,,,,,,,35584.0,11.0,,,https://pypi.org/project/recbole,https://anaconda.org/aibox/recbole,2025-03-25 16:28:44.170,10428.0,3.0,,35436.0,,,,,,,,,,,,,,,,,
471,Hummingbird,microsoft/hummingbird,model-serialisation,,{},41.0,Convert trained traditional machine learning models into tensor computations.,7,False,hummingbird-ml,conda-forge/hummingbird-ml,,,,2021-03-13 14:12:18.710,2025-04-22 14:57:48.691000,,,,,,,,,,,,8845.0,15.0,,,https://pypi.org/project/hummingbird-ml,https://anaconda.org/conda-forge/hummingbird-ml,2025-04-22 14:57:48.691,75228.0,3.0,,7706.0,,,,,,,,,,,,,,,,,
472,BentoML,bentoml/BentoML,model-serialisation,,{},238.0,,7,False,bentoml,,,,,,,,,,,,,,,,,,,,2877.0,2877.0,https://pypi.org/project/bentoml,,,,3.0,,,,,,,,,,,,,,,,,,,
473,Pyro,pyro-ppl/pyro,probabilistics,,{},163.0,A Python library for probabilistic modeling and inference.,7,False,pyro-ppl,conda-forge/pyro-ppl,['pytorch'],,,2021-03-05 15:30:58.525,2025-04-22 14:57:47.967000,,,,,,,,,,,,5569.0,11.0,,,https://pypi.org/project/pyro-ppl,https://anaconda.org/conda-forge/pyro-ppl,2025-04-22 14:57:47.967,367587.0,3.0,,,,,,,,,,,,,,,,,,,
474,tnt,pytorch/tnt,pytorch-utils,,{},166.0,,7,False,torchtnt,,['pytorch'],,,,,,,,,,,,,,,,94751.0,,,,https://pypi.org/project/torchtnt,,,,3.0,,94751.0,,,,,,,,,,,,,,,,,
475,torchinfo,TylerYep/torchinfo,pytorch-utils,,{},30.0,,7,False,torchinfo,,['pytorch'],,,,,,,,,,,,,,,,,,8286.0,8286.0,https://pypi.org/project/torchinfo,,,,3.0,,,,,,,,,,,,,,,,,,,
476,Saliency,PAIR-code/saliency,tensorflow-utils,,{},18.0,,7,False,saliency,,['tensorflow'],,,,,,,,,,,,,,,,10510.0,,157.0,157.0,https://pypi.org/project/saliency,,,,2.0,,10510.0,,,,,,,,,,,,,,,,,
477,combo,yzhao062/combo,sklearn-utils,,{},2.0,,7,False,combo,,"['sklearn', 'xgboost']",,,,,,,,,,,,,,,,43521.0,,733.0,733.0,https://pypi.org/project/combo,,,,3.0,,43521.0,,,,,,,,,,,,,,,,,
478,dstack,dstackai/dstack,others,,{},77.0,,7,False,dstack,,,,,,,,,,,,,,,,,,26195.0,,26.0,26.0,https://pypi.org/project/dstack,,,,3.0,,26195.0,,,,,,,,,,,,,,,,,
479,rrcf,kLabUM/rrcf,others,,{},7.0,,7,False,rrcf,,,,,,,,,,,,,,,,,,59227.0,,107.0,107.0,https://pypi.org/project/rrcf,,,,3.0,,59227.0,,,,,,,,,,,,,,,,,
480,Apache Singa,apache/singa,distributed-ml,,{},102.0,SINGA is an Apache project for distributed deep learning.,6,False,,nusdbsystem/singa,,,,2017-02-20 13:59:42.077,2025-03-25 16:26:36.714000,,,,,,,,3.0,,,,291.0,16.0,6.0,6.0,,https://anaconda.org/nusdbsystem/singa,2025-03-25 16:26:36.714,1391.0,3.0,apache/singa,,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,3.0,32141.0,,,,,,,,,,,,,
481,MindsDB,mindsdb/mindsdb,ml-frameworks,,{},908.0,,6,False,mindsdb,,['pytorch'],,,,,,,,,,,,,,,,12029.0,,,,https://pypi.org/project/mindsdb,,,,3.0,,12029.0,,,,,,,,,,,,,,,,,
482,argilla,argilla-io/argilla,nlp,,{},110.0,,6,False,argilla,,,,,,,,,,,,,,,,,,,,3183.0,3183.0,https://pypi.org/project/argilla,,,,3.0,,,,,,,,,,,,,,,,,,,
483,english-words,dwyl/english-words,nlp,,{},34.0,,6,False,english-words,,,,,,,,,,,,,,,,,,110348.0,,,,https://pypi.org/project/english-words,,,,3.0,,110348.0,,,,,,,,,,,,,,,,,
484,promptsource,bigscience-workshop/promptsource,nlp,,{},65.0,,6,False,promptsource,,,,,,,,,,,,,,,,,,200.0,,130.0,130.0,https://pypi.org/project/promptsource,,,,3.0,,200.0,,,,,,,,,,,,,,,,,
485,ffcv,libffcv/ffcv,image,,{},31.0,,6,False,ffcv,,,,,,,,,,,,,,,,,,293.0,,78.0,78.0,https://pypi.org/project/ffcv,,,,3.0,,293.0,,,,,,,,,,,,,,,,,
486,CellProfiler,CellProfiler/CellProfiler,image,,{},147.0,,6,False,cellprofiler,,,,,,,,,,,,,,,,,,3954.0,,28.0,28.0,https://pypi.org/project/cellprofiler,,,,3.0,,3954.0,,,,,,,,,,,,,,,,,
487,doc2text,jlsutherland/doc2text,ocr,,{},5.0,,6,False,doc2text,,,,,,,,,,,,,,,,,,2734.0,,185.0,185.0,https://pypi.org/project/doc2text,,,,3.0,,2734.0,,,,,,,,,,,,,,,,,
488,data-validation,tensorflow/data-validation,data-viz,,{},32.0,,6,False,tensorflow-data-validation,,"['tensorflow', 'jupyter']",,,,,,,,,,,,,,,,128889.0,,,,https://pypi.org/project/tensorflow-data-validation,,,,3.0,,128889.0,,,,,,,,,,,,,,,,,
489,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,{},27.0,,6,False,quantus,,,,,,,,,,,,,,,,,,1043.0,,76.0,76.0,https://pypi.org/project/quantus,,,,3.0,,1043.0,,,,,,,,,,,,,,,,,
490,PDPbox,SauceCat/PDPbox,interpretability,,{},7.0,Python partial dependence plot toolbox.,6,False,pdpbox,conda-forge/pdpbox,,,,2021-03-14 19:37:47.253,2025-04-22 14:57:08.147000,,,,,,,,,,,,11621.0,3.0,,,https://pypi.org/project/pdpbox,https://anaconda.org/conda-forge/pdpbox,2025-04-22 14:57:08.147,28076.0,3.0,,11196.0,,,,,,,,,,,,,,,,,
491,Paddle Graph Learning,PaddlePaddle/PGL,graph,,{},31.0,,6,False,pgl,,['paddle'],,,,,,,,,,,,,,,,823.0,,69.0,69.0,https://pypi.org/project/pgl,,,,3.0,,823.0,,,,,,,,,,,,,,,,,
492,AmpliGraph,Accenture/AmpliGraph,graph,,{},21.0,,6,False,ampligraph,,['tensorflow'],,,,,,,,,,,,,,,,170.0,,70.0,70.0,https://pypi.org/project/ampligraph,,,,3.0,,170.0,,,,,,,,,,,,,,,,,
493,DeepGraph,deepgraph/deepgraph,graph,,{},3.0,Analyze Data with Pandas-based Networks.,6,False,deepgraph,conda-forge/deepgraph,['pandas'],,,2020-10-01 14:55:54.354,2025-11-09 00:27:39.440000,,,,,,,,,,,,8580.0,7.0,,,https://pypi.org/project/deepgraph,https://anaconda.org/conda-forge/deepgraph,2025-11-09 00:27:39.440,569841.0,3.0,,555.0,,,,,,,,,,,,,,,,,
494,Backtesting.py,kernc/backtesting.py,financial-data,,{},46.0,,6,False,backtesting,,,,,,,,,,,,,,,,,,158809.0,,,,https://pypi.org/project/backtesting,,,,3.0,,158809.0,,,,,,,,,,,,,,,,,
495,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,{},16.0,,6,False,hyperactive,,,,,,,,,,,,,,,,,,3514.0,,54.0,54.0,https://pypi.org/project/hyperactive,,,,3.0,,3514.0,,,,,,,,,,,,,,,,,
496,orion,Epistimio/orion,hyperopt,,{},34.0,,6,False,orion,,,,,,,,,,,,,,,,,,638.0,,127.0,127.0,https://pypi.org/project/orion,,,,3.0,,638.0,,,,,,,,,,,,,,,,,
497,FEDOT,nccr-itmo/FEDOT,hyperopt,,{},43.0,,6,False,fedot,,,,,,,,,,,,,,,,,,445.0,,66.0,66.0,https://pypi.org/project/fedot,,,,3.0,,445.0,,,,,,,,,,,,,,,,,
498,Guild AI,guildai/guildai,ml-experiments,,{},30.0,,6,False,guildai,,,,,,,,,,,,,,,,,,544.0,,107.0,107.0,https://pypi.org/project/guildai,,,,3.0,,544.0,,,,,,,,,,,,,,,,,
499,PFRL,pfnet/pfrl,reinforcement-learning,,{},21.0,,6,False,pfrl,,,,,,,,,,,,,,,,,,255.0,,128.0,128.0,https://pypi.org/project/pfrl,,,,3.0,,255.0,,,,,,,,,,,,,,,,,
500,Dopamine,google/dopamine,reinforcement-learning,,{},15.0,,6,False,dopamine-rl,,['tensorflow'],,,,,,,,,,,,,,,,58547.0,,24.0,24.0,https://pypi.org/project/dopamine-rl,,,,3.0,,58547.0,,,,,,,,,,,,,,,,,
501,PARL,PaddlePaddle/PARL,reinforcement-learning,,{},46.0,,6,False,parl,,['paddle'],,,,,,,,,,,,,,,,289.0,,140.0,140.0,https://pypi.org/project/parl,,,,3.0,,289.0,,,,,,,,,,,,,,,,,
502,DeepVariant,google/deepvariant,medical-data,,{},44.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,6,False,,bioconda/deepvariant,['tensorflow'],,,2018-01-02 11:31:01.469,2026-03-06 20:45:38.817000,,,,,,,,,,,,845.0,18.0,4.0,4.0,,https://anaconda.org/bioconda/deepvariant,2026-03-06 20:45:38.817,87954.0,3.0,,,,,,,,,,,,,,,,,,,
503,ColossalAI,hpcaitech/colossalai,distributed-ml,,{},199.0,,6,False,,,,,,,,,,,,,,,,,,,,,558.0,558.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
504,miceforest,AnotherSamWilson/miceforest,tabular,,{},9.0,Fast multiple imputation with random forests.,6,False,miceforest,conda-forge/miceforest,,,,2021-07-23 19:20:49.403,2025-04-22 14:57:57.911000,,,,,,,,,,,,42591.0,8.0,,,https://pypi.org/project/miceforest,https://anaconda.org/conda-forge/miceforest,2025-04-22 14:57:57.911,26792.0,2.0,,42159.0,,,,,,,,,,,,,,,,,
505,upgini,upgini/upgini,tabular,,{},13.0,,6,False,upgini,,,,,,,,,,,,,,,,,,18058.0,,11.0,11.0,https://pypi.org/project/upgini,,,,2.0,,18058.0,,,,,,,,,,,,,,,,,
506,ydata-synthetic,ydataai/ydata-synthetic,tabular,,{},24.0,Synthetic data generation methods with different synthetization methods.,6,False,ydata-synthetic,conda-forge/ydata-synthetic,,,,2023-02-27 12:24:34.185,2025-04-22 14:58:36.339000,,,,,,,,,,,,4013.0,8.0,,,https://pypi.org/project/ydata-synthetic,https://anaconda.org/conda-forge/ydata-synthetic,2025-04-22 14:58:36.339,19553.0,2.0,,3559.0,,,,,,,,,,,,,,,,,
507,tsflex,predict-idlab/tsflex,time-series-data,,{},6.0,Toolkit for flexible processing & feature extraction on time-series data.,6,False,tsflex,conda-forge/tsflex,,,,2021-07-06 15:16:45.577,2025-04-22 14:57:56.438000,,,,,,,,,,,,752.0,16.0,23.0,23.0,https://pypi.org/project/tsflex,https://anaconda.org/conda-forge/tsflex,2025-04-22 14:57:56.438,46638.0,3.0,,,,,,,,,,,,,,,,,,,
508,pydlm,wwrechard/pydlm,time-series-data,,{},7.0,,6,False,pydlm,,,,,,,,,,,,,,,,,,39695.0,,41.0,41.0,https://pypi.org/project/pydlm,,,,3.0,,39695.0,,,,,,,,,,,,,,,,,
509,tick,X-DataInitiative/tick,time-series-data,,{},22.0,,6,False,tick,,,,,,,,,,,,,,,,,,791.0,,97.0,97.0,https://pypi.org/project/tick,,,,3.0,,791.0,,,,,,,,,,,,,,,,,
510,luminol,linkedin/luminol,time-series-data,,{},9.0,,6,False,luminol,,,,,,,,,,,,,,,,,,1574.0,,88.0,88.0,https://pypi.org/project/luminol,,,,3.0,,1574.0,,,,,,,,,,,,,,,,,
511,TF Recommenders,tensorflow/recommenders,recommender-systems,,{},47.0,,6,False,tensorflow-recommenders,,['tensorflow'],,,,,,,,,,,,,,,,155404.0,,,,https://pypi.org/project/tensorflow-recommenders,,,,3.0,,155404.0,,,,,,,,,,,,,,,,,
512,torchrec,pytorch/torchrec,recommender-systems,,{},503.0,,6,False,torchrec,,,,,,,,,,,,,,,,,,,,281.0,281.0,https://pypi.org/project/torchrec,,,,3.0,,,,,,,,,,,,,,,,,,,
513,OMLT,cog-imperial/omlt,model-serialisation,,{},22.0,,6,False,omlt,,,,,,,,,,,,,,,,,,7719.0,,36.0,36.0,https://pypi.org/project/omlt,,,,3.0,,7719.0,,,,,,,,,,,,,,,,,
514,cuGraph,rapidsai/cugraph,gpu-utilities,,{},135.0,GPU accelerated graph algorithms.,6,False,cugraph,conda-forge/libcugraph,,,,2021-04-21 14:35:45.489,2025-04-22 14:57:50.593000,,,,,,,,,,,,3444.0,2.0,,,https://pypi.org/project/cugraph,https://anaconda.org/conda-forge/libcugraph,2025-04-22 14:57:50.593,76653.0,3.0,,2265.0,,,,,,,,,,,,,,,,,
515,pomegranate,jmschrei/pomegranate,probabilistics,,{},75.0,"Pomegranate is a graphical models library for Python. Fast, flexible and easy to use probabilistic modelling in Python.",6,False,pomegranate,conda-forge/pomegranate,,,,2020-05-18 06:13:08.914,2025-04-22 14:57:07.761000,,,,,,,,,,,,3808.0,9.0,,,https://pypi.org/project/pomegranate,https://anaconda.org/conda-forge/pomegranate,2025-04-22 14:57:07.761,289427.0,3.0,,,,,,,,,,,,,,,,,,,
516,tensorflow-hub,tensorflow/hub,tensorflow-utils,,{},108.0,A library for transfer learning by reusing parts of TensorFlow models.,6,False,tensorflow-hub,conda-forge/tensorflow-hub,['tensorflow'],,,2020-08-24 16:43:33.174,2025-04-22 14:56:51.855000,,,,,,,,,,,,1946.0,15.0,,,https://pypi.org/project/tensorflow-hub,https://anaconda.org/conda-forge/tensorflow-hub,2025-04-22 14:56:51.855,142087.0,2.0,,,,,,,,,,,,,,,,,,,
517,TensorFlow I/O,tensorflow/io,tensorflow-utils,,{},116.0,,6,False,tensorflow-io,,['tensorflow'],,,,,,,,,,,,,,,,229211.0,,,,https://pypi.org/project/tensorflow-io,,,,2.0,,229211.0,,,,,,,,,,,,,,,,,
518,equinox,patrick-kidger/equinox,jax-utils,,{},102.0,,6,False,equinox,,['jax'],,,,,,,,,,,,,,,,,,1991.0,1991.0,https://pypi.org/project/equinox,,,,3.0,,,,,,,,,,,,,,,,,,,
519,AstroML,astroML/astroML,others,,{},31.0,Tools for machine learning and data mining in Astronomy.,6,False,astroML,conda-forge/astroml,['sklearn'],,,2022-01-26 16:44:05.669,2025-04-22 14:56:39.232000,,,,,,,,,,,,4479.0,6.0,,,https://pypi.org/project/astroML,https://anaconda.org/conda-forge/astroml,2025-04-22 14:56:39.232,141686.0,3.0,,1949.0,,,,,,,,,,,,,,,,,
520,puncc,deel-ai/puncc,ml-frameworks,,{},7.0,,5,False,puncc,,,,,,,,,,,,,,,,,,6237.0,,12.0,12.0,https://pypi.org/project/puncc,,,,3.0,,6237.0,,,,,,,,,,,,,,,,,
521,NeoML,neoml-lib/neoml,ml-frameworks,,{},41.0,,5,False,neoml,,,,Apache-2.0,,,,,,,,,,,,,,249.0,,2.0,2.0,https://pypi.org/project/neoml,,,,3.0,,249.0,,,,,,,,,,,,,,,,,
522,textaugment,dsfsi/textaugment,nlp,,{},10.0,,5,False,textaugment,,,,,,,,,,,,,,,,,,897.0,,185.0,185.0,https://pypi.org/project/textaugment,,,,3.0,,897.0,,,,,,,,,,,,,,,,,
523,DeepKE,zjunlp/deepke,nlp,,{},34.0,,5,False,deepke,,['pytorch'],,,,,,,,,,,,,,,,319.0,,25.0,25.0,https://pypi.org/project/deepke,,,,3.0,,319.0,,,,,,,,,,,,,,,,,
524,Ciphey,Ciphey/Ciphey,nlp,,{},60.0,,5,False,ciphey,,,,,,,,,,,,,,,,,,31778.0,,,,https://pypi.org/project/ciphey,,,,3.0,remnux/ciphey,31778.0,https://hub.docker.com/r/remnux/ciphey,,,,,,,,,,,,,,,,
525,ollama,jmorganca/ollama,agents,,{},615.0,,5,False,,,,,,,,,,,,,,,,,,,,,71.0,71.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
526,pytorchvideo,facebookresearch/pytorchvideo,image,,{},62.0,,5,False,pytorchvideo,,['pytorch'],,,,,,,,,,,,,,,,32246.0,,,,https://pypi.org/project/pytorchvideo,,,,3.0,,32246.0,,,,,,,,,,,,,,,,,
527,kubric,google-research/kubric,image,,{},34.0,,5,False,kubric-nightly,,,,,,,,,,,,,,,,,,2333.0,,8.0,8.0,https://pypi.org/project/kubric-nightly,,,,3.0,,2333.0,,,,,,,,,,,,,,,,,
528,layout-parser,Layout-Parser/layout-parser,image,,{},9.0,,5,False,layoutparser,,,,,,,,,,,,,,,,,,93342.0,,,,https://pypi.org/project/layoutparser,,,,3.0,,93342.0,,,,,,,,,,,,,,,,,
529,tensorflow-graphics,tensorflow/graphics,image,,{},41.0,,5,False,tensorflow-graphics,,['tensorflow'],,,,,,,,,,,,,,,,35478.0,,,,https://pypi.org/project/tensorflow-graphics,,,,3.0,,35478.0,,,,,,,,,,,,,,,,,
530,Popmon,ing-bank/popmon,data-viz,,{},20.0,,5,False,popmon,,"['pandas', 'spark']",,,,,,,,,,,,,,,,1173.0,,22.0,22.0,https://pypi.org/project/popmon,,,,3.0,,1173.0,,,,,,,,,,,,,,,,,
531,CausalNex,quantumblacklabs/causalnex,interpretability,,{},,,5,False,causalnex,,"['pytorch', 'sklearn']",,Apache-2.0,,,,,,,,,,,,,,1192.0,,,,https://pypi.org/project/causalnex,,,,3.0,,1192.0,,,,,,,,,,,,,,,,,
532,Model Analysis,tensorflow/model-analysis,interpretability,,{},61.0,,5,False,tensorflow-model-analysis,,"['tensorflow', 'jupyter']",,,,,,,,,,,,,,,,20125.0,,,,https://pypi.org/project/tensorflow-model-analysis,,,,3.0,,20125.0,,,,,,,,,,,,,,,,,
533,Skater,oracle/Skater,interpretability,,{},,Python Library for Model Agnostic Interpretation.,5,False,skater,conda-forge/skater,,,,2020-07-05 18:35:27.012,2025-11-03 16:10:36.918000,,,,,,,,,,,,3693.0,2.0,,,https://pypi.org/project/skater,https://anaconda.org/conda-forge/skater,2025-11-03 16:10:36.918,264984.0,3.0,,113.0,,,,,,,,,,,,,,,,,
534,XAI,EthicalML/xai,interpretability,,{},3.0,,5,False,xai,,,,,,,,,,,,,,,,,,862.0,,47.0,47.0,https://pypi.org/project/xai,,,,3.0,,862.0,,,,,,,,,,,,,,,,,
535,DiCE,interpretml/DiCE,interpretability,,{},23.0,,5,False,dice-ml,,"['tensorflow', 'pytorch']",,,,,,,,,,,,,,,,24959.0,,,,https://pypi.org/project/dice-ml,,,,3.0,,24959.0,,,,,,,,,,,,,,,,,
536,deepsnap,snap-stanford/deepsnap,graph,,{},18.0,,5,False,deepsnap,,,,,,,,,,,,,,,,,,271.0,,134.0,134.0,https://pypi.org/project/deepsnap,,,,3.0,,271.0,,,,,,,,,,,,,,,,,
537,pygraphistry,graphistry/pygraphistry,graph,,{},53.0,,5,False,graphistry,,['jupyter'],,,,,,,,,,,,,,,,9150.0,,,,https://pypi.org/project/graphistry,,,,3.0,,9150.0,,,,,,,,,,,,,,,,,
538,StellarGraph,stellargraph/stellargraph,graph,,{},42.0,,5,False,stellargraph,,['tensorflow'],,,,,,,,,,,,,,,,,,311.0,311.0,https://pypi.org/project/stellargraph,,,,3.0,,,,,,,,,,,,,,,,,,,
539,FinQuant,fmilthaler/FinQuant,financial-data,,{},7.0,,5,False,FinQuant,,,,,,,,,,,,,,,,,,514.0,,100.0,100.0,https://pypi.org/project/FinQuant,,,,3.0,,514.0,,,,,,,,,,,,,,,,,
540,Sherpa,sherpa-ai/sherpa,hyperopt,,{},43.0,,5,False,parameter-sherpa,,,,,,,,,,,,,,,,,,125.0,,43.0,43.0,https://pypi.org/project/parameter-sherpa,,,,3.0,,125.0,,,,,,,,,,,,,,,,,
541,TF-Agents,tensorflow/agents,reinforcement-learning,,{},155.0,,5,False,tf-agents,,['tensorflow'],,,,,,,,,,,,,,,,3774.0,,,,https://pypi.org/project/tf-agents,,,,3.0,,3774.0,,,,,,,,,,,,,,,,,
