,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
207,Cornac,PreferredAI/cornac,recommender-systems,,{},31.0,A Comparative Framework for Multimodal Recommender Systems.,13,False,cornac,conda-forge/cornac,,,,306.0,306.0,https://pypi.org/project/cornac,66802.0,81836.0,https://anaconda.org/conda-forge/cornac,2020-06-06 08:50:52.981,2026-07-15 17:00:30.148,2026-07-15 17:00:30.148000,1097500.0,58.0,,,,,,1.0,,,,,,,,,,,
208,SpeechRecognition,Uberi/speech_recognition,audio,,{},62.0,"Library for performing speech recognition, with support for several engines and APIs, online and offline.",13,False,SpeechRecognition,conda-forge/speechrecognition,,,,24.0,24.0,https://pypi.org/project/SpeechRecognition,12775650.0,12784322.0,https://anaconda.org/conda-forge/speechrecognition,2020-08-20 04:16:29.624,2026-06-17 03:46:16.860,2026-06-17 03:46:16.860000,615727.0,27.0,,,,,,2.0,,,,,,,,,,,
209,tinytag,devsnd/tinytag,audio,,{},28.0,,13,False,tinytag,,,,,1893.0,1893.0,https://pypi.org/project/tinytag,5037965.0,5037965.0,,,,,,,,,,,,2.0,,,,,,,,,,,
210,Apex,NVIDIA/apex,gpu-utilities,,{},140.0,a Pytorch extension with NVIDIA-maintained utilities to streamline mixed precision and distributed training.,13,False,,conda-forge/nvidia-apex,,,['pytorch'],3367.0,3367.0,,,10748.0,https://anaconda.org/conda-forge/nvidia-apex,2020-10-08 01:21:09.615,2026-06-17 09:19:03.496,2026-06-17 09:19:03.496000,741615.0,5.0,,,,,,2.0,,,,,,,,,,,
211,pgmpy,pgmpy/pgmpy,probabilistics,,{},241.0,,13,False,pgmpy,,,,,1802.0,1802.0,https://pypi.org/project/pgmpy,906977.0,906977.0,,,,,,,,,,,,3.0,,,,,,,,,,,
212,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,{},19.0,Statistical post-hoc analysis and outlier detection algorithms.,13,False,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],1279.0,1279.0,https://pypi.org/project/scikit-posthocs,133732.0,150891.0,https://anaconda.org/conda-forge/scikit-posthocs,2020-10-13 01:11:10.773,2026-05-26 19:44:09.190,2026-05-26 19:44:09.190000,1183974.0,15.0,,,,,,3.0,,,,,,,,,,,
213,torchinfo,TylerYep/torchinfo,pytorch-utils,,{},29.0,,13,False,torchinfo,,,,['pytorch'],8235.0,8235.0,https://pypi.org/project/torchinfo,640867.0,640867.0,,,,,,,,,,,,2.0,,,,,,,,,,,
214,tensorly,tensorly/tensorly,others,,{},76.0,Tensor learning in Python.,13,False,tensorly,conda-forge/tensorly,,,,1230.0,1230.0,https://pypi.org/project/tensorly,108626.0,114453.0,https://anaconda.org/conda-forge/tensorly,2020-10-20 14:38:35.389,2025-04-22 14:56:50.737,2025-04-22 14:56:50.737000,402064.0,9.0,,,,,,2.0,,,,,,,,,,,
215,pyjanitor,pyjanitor-devs/pyjanitor,others,,{},120.0,Tools for cleaning pandas DataFrames.,13,False,pyjanitor,conda-forge/pyjanitor,,,,1012.0,1012.0,https://pypi.org/project/pyjanitor,386359.0,391684.0,https://anaconda.org/conda-forge/pyjanitor,2020-05-18 15:23:06.586,2026-04-07 15:32:35.394,2026-04-07 15:32:35.394000,394116.0,78.0,,,,,,2.0,,,,,,,,,,,
216,datalad,datalad/datalad,others,,{},65.0,data distribution geared toward scientific datasets.,13,False,datalad,conda-forge/datalad,,,,576.0,576.0,https://pypi.org/project/datalad,54981.0,71088.0,https://anaconda.org/conda-forge/datalad,2020-06-24 04:55:07.916,2026-06-13 10:24:11.301,2026-06-13 10:24:11.301000,1175847.0,78.0,,,,,,2.0,,,,,,,,,,,
217,Datasette,simonw/datasette,others,,{},95.0,An open source multi-tool for exploring and publishing data.,13,False,datasette,conda-forge/datasette,,,,1807.0,1807.0,https://pypi.org/project/datasette,160594.0,162012.0,https://anaconda.org/conda-forge/datasette,2021-04-21 16:46:59.352,2025-11-08 17:11:51.538,2025-11-08 17:11:51.538000,89349.0,32.0,,,,,,2.0,,,,,,datasette,,,,,
218,AutoGluon,autogluon/autogluon,hyperopt,,{},158.0,"AutoGluon: AutoML for Text, Image, and Tabular Data.",12,False,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1290.0,1290.0,https://pypi.org/project/autogluon,126999.0,126999.0,,,,2025-06-16 23:01:47.182920,,,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,19.0,19.0,25488.0,2.0,,,,,,,,,,,
219,Sonnet,deepmind/sonnet,ml-frameworks,,{},63.0,Multi-language spell checker.,12,False,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1581.0,1581.0,https://pypi.org/project/dm-sonnet,15207.0,15890.0,https://anaconda.org/conda-forge/sonnet,2019-11-20 21:03:41.099,2025-04-22 14:57:17.453,2025-04-22 14:57:17.453000,54715.0,13.0,,,,,,3.0,,,,,,,,,,,
220,flashtext,vi3k6i5/flashtext,nlp,,{},7.0,This module can be used to replace keywords in sentences or extract keywords from sentences. It is based on the..,12,False,flashtext,conda-forge/flashtext,,,,2108.0,2108.0,https://pypi.org/project/flashtext,2513621.0,2513962.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:57.409,2025-04-22 14:57:29.789,2025-04-22 14:57:29.789000,24590.0,1.0,,,,,,2.0,,,,,,,,,,,
221,flair,flairNLP/flair,nlp,,{},278.0,A very simple framework for state-of-the-art NLP.,12,False,flair,conda-forge/python-flair,,,['pytorch'],4174.0,4174.0,https://pypi.org/project/flair,,821.0,https://anaconda.org/conda-forge/python-flair,2020-07-28 19:00:35.095,2025-04-22 14:57:32.879,2025-04-22 14:57:32.879000,59141.0,14.0,,,,,,2.0,,,,,,,,,,,
222,fairseq,facebookresearch/fairseq,nlp,,{},433.0,Facebook AI Research Sequence-to-Sequence Toolkit.,12,False,fairseq,conda-forge/fairseq,,,['pytorch'],24.0,24.0,https://pypi.org/project/fairseq,67995.0,70856.0,https://anaconda.org/conda-forge/fairseq,2020-07-24 16:44:47.386,2026-06-16 23:12:39.559,2026-06-16 23:12:39.559000,205998.0,4.0,,,,,,2.0,,,,,,,,,,,
223,PyTorch3D,facebookresearch/pytorch3d,image,,{},181.0,3d Geometry for pytorch.,12,False,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1381.0,1381.0,https://pypi.org/project/pytorch3d,1819.0,7175.0,https://anaconda.org/pytorch3d/pytorch3d,2019-11-19 20:10:38.667,2025-03-25 16:29:23.925,2025-03-25 16:29:23.925000,428525.0,18.0,,,,,,2.0,,,,,,,,,,,
224,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,12,False,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1538.0,1538.0,https://pypi.org/project/dtale,,7837.0,https://anaconda.org/conda-forge/dtale,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846,2026-04-01 13:43:46.846000,579975.0,160.0,,,,,,3.0,,LGPL-2.1,,,,,,,,,
225,FiftyOne,voxel51/fiftyone,data-viz,,{},201.0,"Visualize, create, and debug image and video datasets and model predictions.",12,False,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",1086.0,1086.0,https://pypi.org/project/fiftyone,147837.0,147837.0,,,,,,,,,,,,3.0,,,,,,,,,,,
226,bqplot,bqplot/bqplot,data-viz,,{},71.0,Plotting library for Jupyter.,12,False,bqplot,conda-forge/bqplot,,,['jupyter'],65.0,65.0,https://pypi.org/project/bqplot,375104.0,421681.0,https://anaconda.org/conda-forge/bqplot,2020-05-24 11:30:38.431,2026-05-07 12:02:44.851,2026-05-07 12:02:44.851000,3261743.0,68.0,,,,,,3.0,,,bqplot,https://www.npmjs.com/package/bqplot,2500.0,,,,,,
227,ydata-profiling,ydataai/ydata-profiling,data-viz,,{},142.0,Generate profile report for pandas DataFrame.,12,False,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",14.0,14.0,https://pypi.org/project/ydata-profiling,1836571.0,1839138.0,https://anaconda.org/conda-forge/ydata-profiling,2023-02-27 12:22:21.195,2026-07-03 11:16:07.164,2026-07-03 11:16:07.164000,105249.0,34.0,,,,,,3.0,,,,,,,,,,,
228,Sweetviz,fbdesignpro/sweetviz,data-viz,,{},13.0,A pandas-based library to visualize and compare datasets.,12,False,sweetviz,conda-forge/sweetviz,,,,3200.0,3200.0,https://pypi.org/project/sweetviz,228502.0,229431.0,https://anaconda.org/conda-forge/sweetviz,2021-02-03 19:13:59.125,2026-04-11 23:31:56.666,2026-04-11 23:31:56.666000,60426.0,15.0,,,,,,3.0,,,,,,,,,,,
229,openTSNE,pavlin-policar/openTSNE,data-viz,,{},15.0,"Extensible, parallel implementations of t-SNE.",12,False,opentsne,conda-forge/opentsne,,,,1142.0,1142.0,https://pypi.org/project/opentsne,116429.0,125092.0,https://anaconda.org/conda-forge/opentsne,2020-08-04 09:05:14.594,2026-01-16 07:03:04.711,2026-01-16 07:03:04.711000,615082.0,24.0,,,,,,3.0,,,,,,,,,,,
230,DoWhy,py-why/dowhy,interpretability,,{},117.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions.,12,False,dowhy,conda-forge/dowhy,,,,758.0,758.0,https://pypi.org/project/dowhy,251081.0,251946.0,https://anaconda.org/conda-forge/dowhy,2020-11-22 07:16:29.903,2025-07-13 12:15:04.418,2025-07-13 12:15:04.418000,58854.0,12.0,,,,,,2.0,,,,,,,,,,,
231,Node2Vec,eliorc/node2vec,graph,,{},16.0,"The node2vec algorithm learns continuous representations for nodes in any (un)directed, (un)weighted graph.",12,False,node2vec,conda-forge/node2vec,,,,976.0,976.0,https://pypi.org/project/node2vec,61061.0,61488.0,https://anaconda.org/conda-forge/node2vec,2018-05-03 02:54:12.032,2025-04-22 14:56:50.341,2025-04-22 14:56:50.341000,41943.0,3.0,,,,,,2.0,,,,,,,,,,,
232,pymap3d,geospace-code/pymap3d,geospatial-data,,{},19.0,Pure Python 3-D geographic coordinate conversions and geodesy.,12,False,pymap3d,conda-forge/pymap3d,,,,588.0,588.0,https://pypi.org/project/pymap3d,721635.0,723649.0,https://anaconda.org/conda-forge/pymap3d,2020-09-24 05:54:03.868,2025-07-08 12:06:19.595,2025-07-08 12:06:19.595000,141004.0,19.0,,,,,,3.0,,,,,,,,,,,
233,empyrical,quantopian/empyrical,financial-data,,{},23.0,Common financial risk metrics.,12,False,empyrical,conda-forge/empyrical,,,,1824.0,1824.0,https://pypi.org/project/empyrical,26409.0,26990.0,https://anaconda.org/conda-forge/empyrical,2018-02-15 14:11:16.165,2025-04-22 14:56:47.167,2025-04-22 14:56:47.167000,58761.0,4.0,,,,,,2.0,,,,,,,,,,,
234,zipline,quantopian/zipline,financial-data,,{},161.0,A backtester for financial algorithms.,12,False,zipline,conda-forge/zipline,,,,1045.0,1045.0,https://pypi.org/project/zipline,991.0,1174.0,https://anaconda.org/conda-forge/zipline,2020-09-08 02:54:53.875,2025-04-22 14:57:35.321,2025-04-22 14:57:35.321000,12822.0,2.0,,,,,,2.0,,,,,,,,,,,
235,bt,pmorissette/bt,financial-data,,{},39.0,bt - flexible backtesting for Python.,12,False,bt,conda-forge/bt,,,,1745.0,1745.0,https://pypi.org/project/bt,28889.0,31302.0,https://anaconda.org/conda-forge/bt,2021-04-23 10:15:55.354,2026-04-26 16:07:23.806,2026-04-26 16:07:23.806000,152040.0,9.0,,,,,,2.0,,,,,,,,,,,
236,ClearML,allegroai/clearml,ml-experiments,,{},115.0,Auto-Magical Experiment Manager & Version Control for AI.,12,False,clearml,,allegroai/trains,,,1967.0,1967.0,https://pypi.org/project/clearml,641237.0,641237.0,,,,2020-10-05 10:16:46.865671,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,,33374.0,2.0,,,,,,,,,,,
237,sacred,IDSIA/sacred,ml-experiments,,{},107.0,Facilitates automated and reproducible experimental research.,12,False,sacred,conda-forge/sacred,,,,3669.0,3669.0,https://pypi.org/project/sacred,41923.0,42134.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:21.832,2025-04-22 14:58:05.313,2025-04-22 14:58:05.313000,11829.0,3.0,,,,,,2.0,,,,,,,,,,,
238,kaggle,Kaggle/kaggle-api,ml-experiments,,{},67.0,Kaggle API.,12,False,kaggle,conda-forge/kaggle,,,,24.0,24.0,https://pypi.org/project/kaggle,760569.0,764891.0,https://anaconda.org/conda-forge/kaggle,2020-09-04 15:05:55.697,2026-06-26 00:57:52.829,2026-06-26 00:57:52.829000,302609.0,35.0,,,,,,2.0,,,,,,,,,,,
239,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,{},522.0,Open source library for training and deploying models on Amazon SageMaker.,12,False,sagemaker,conda-forge/sagemaker-python-sdk,,,,,,https://pypi.org/project/sagemaker,20598315.0,20629349.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2020-08-20 11:36:30.719,2026-05-21 10:16:09.524,2026-05-21 10:16:09.524000,2203431.0,225.0,,,,,,2.0,,,,,,,,,,,
240,H2O-3,h2oai/h2o-3,distributed-ml,,{},288.0,,12,False,h2o,,,,,100.0,100.0,https://pypi.org/project/h2o,200638.0,200638.0,,,,,,,,,,,,2.0,,Apache-2.0,,,,,,,,,
241,qdrant,qdrant/qdrant,nn-search,,{},173.0,,12,False,qdrant-client,,,,,117.0,117.0,https://pypi.org/project/qdrant-client,23545351.0,23545351.0,,,,,,,,,,,,3.0,,,,,,,,,,,
242,lightfm,lyst/lightfm,recommender-systems,,{},47.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",12,False,lightfm,conda-forge/lightfm,,,,1946.0,1946.0,https://pypi.org/project/lightfm,52470.0,57084.0,https://anaconda.org/conda-forge/lightfm,2018-01-05 14:24:50.552,2025-04-22 14:56:45.003,2025-04-22 14:56:45.003000,470683.0,4.0,,,,,,2.0,,,,,,,,,,,
243,aubio,aubio/aubio,audio,,{},32.0,tools for audio and music analysis and transformation.,12,False,aubio,conda-forge/aubio,,,,596.0,596.0,https://pypi.org/project/aubio,326083.0,347827.0,https://anaconda.org/conda-forge/aubio,2017-03-19 18:06:20.550,2025-04-22 14:56:33.269,2025-04-22 14:56:33.269000,2435395.0,7.0,,,,,,2.0,,,,,,,,,,,
244,spleeter,deezer/spleeter,audio,,{},22.0,The Deezer source separation library with pretrained models based on tensorflow.,12,False,spleeter,conda-forge/spleeter,,,['tensorflow'],1097.0,1097.0,https://pypi.org/project/spleeter,25815.0,27485.0,https://anaconda.org/conda-forge/spleeter,2019-11-08 20:02:52.483,2025-04-22 14:57:16.666,2025-04-22 14:57:16.666000,133678.0,10.0,,,,,,2.0,,,,,,,,,,,
245,BentoML,bentoml/BentoML,model-serialisation,,{},238.0,,12,False,bentoml,,,,,2859.0,2859.0,https://pypi.org/project/bentoml,245889.0,245889.0,,,,,,,,,,,,3.0,,,,,,,,,,,
246,bambi,bambinos/bambi,probabilistics,,{},53.0,BAyesian Model Building Interface in Python.,12,False,bambi,conda-forge/bambi,,,,250.0,250.0,https://pypi.org/project/bambi,53399.0,54461.0,https://anaconda.org/conda-forge/bambi,2020-12-17 13:09:13.632,2026-07-12 15:40:16.579,2026-07-12 15:40:16.579000,71206.0,24.0,,,,,,3.0,,,,,,,,,,,
247,GPflow,GPflow/GPflow,probabilistics,,{},85.0,Gaussian processes in TensorFlow.,12,False,gpflow,conda-forge/gpflow,,,['tensorflow'],805.0,805.0,https://pypi.org/project/gpflow,93792.0,94972.0,https://anaconda.org/conda-forge/gpflow,2022-02-02 14:43:05.929,2025-04-22 14:56:50.649,2025-04-22 14:56:50.649000,62573.0,7.0,,,,,,3.0,,,,,,,,,,,
248,TextAttack,QData/TextAttack,adversarial,,{},72.0,Generating adversarial examples for NLP models.,12,False,textattack,conda-forge/textattack,,,,435.0,435.0,https://pypi.org/project/textattack,71364.0,71553.0,https://anaconda.org/conda-forge/textattack,2020-09-28 19:49:15.208,2025-04-22 14:57:36.874,2025-04-22 14:57:36.874000,13239.0,4.0,,,,,,1.0,,,,,,,,,,,
249,equinox,patrick-kidger/equinox,jax-utils,,{},97.0,,12,False,equinox,,,,['jax'],1892.0,1892.0,https://pypi.org/project/equinox,1070210.0,1070210.0,,,,,,,,,,,,1.0,,,,,,,,,,,
250,scikit-lego,koaning/scikit-lego,sklearn-utils,,{},71.0,missing blocks for sklearn pipelines.,12,False,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],192.0,192.0,https://pypi.org/project/scikit-lego,65116.0,66299.0,https://anaconda.org/conda-forge/scikit-lego,2020-05-26 10:44:57.130,2025-04-22 14:57:15.493,2025-04-22 14:57:15.493000,87577.0,25.0,,,,,,2.0,,,,,,,,,,,
251,Prince,MaxHalford/prince,sklearn-utils,,{},20.0,Statistical factor analysis in Python.,12,False,prince,conda-forge/prince-factor-analysis,,,['sklearn'],796.0,796.0,https://pypi.org/project/prince,135013.0,135498.0,https://anaconda.org/conda-forge/prince-factor-analysis,2020-10-06 17:12:24.107,2026-07-01 06:43:52.593,2026-07-01 06:43:52.593000,33466.0,8.0,,,,,,2.0,,,,,,,,,,,
252,DeepChem,deepchem/deepchem,others,,{},263.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",12,False,deepchem,conda-forge/deepchem,,,['tensorflow'],670.0,670.0,https://pypi.org/project/deepchem,44090.0,45797.0,https://anaconda.org/conda-forge/deepchem,2020-06-10 18:42:21.688,2025-04-22 14:57:21.461,2025-04-22 14:57:21.461000,124648.0,7.0,,,,,,2.0,,,,,,,,,,,
253,cleanlab,cleanlab/cleanlab,others,,{},55.0,The standard package for machine learning with noisy labels and finding mislabeled data in Python.,12,False,cleanlab,conda-forge/cleanlab,,,,537.0,537.0,https://pypi.org/project/cleanlab,85614.0,86894.0,https://anaconda.org/conda-forge/cleanlab,2021-04-19 15:02:45.542,2026-01-14 17:49:56.450,2026-01-14 17:49:56.450000,80668.0,19.0,,,,,,2.0,,,,,,,,,,,
254,Milvus,milvus-io/milvus,nn-search,,{},364.0,"Milvus --- an open-source, high-performance vector database (https://milvus.io).",11,False,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,5575022.0,5575022.0,,,,2026-07-23 17:16:07.619204,,,https://hub.docker.com/r/milvusdb/milvus,2026-07-23 17:16:07.619204,103.0,103.0,77652692.0,3.0,,,,,,,,,,,
255,SciSpacy,allenai/scispacy,nlp,,{},40.0,,11,False,scispacy,,,,,1371.0,1371.0,https://pypi.org/project/scispacy,60323.0,60323.0,,,,,,,,,,,,2.0,,,,,,,,,,,
256,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,{},116.0,,11,False,spark-nlp,,,,['spark'],622.0,622.0,https://pypi.org/project/spark-nlp,1103161.0,1103161.0,,,,,,,,,,,,2.0,,,,,,,,,,,
257,argilla,argilla-io/argilla,nlp,,{},110.0,,11,False,argilla,,,,,3173.0,3173.0,https://pypi.org/project/argilla,274319.0,274319.0,,,,,,,,,,,,2.0,,,,,,,,,,,
258,opik,comet-ml/opik,nlp,,{},143.0,,11,False,opik,,,,,51.0,51.0,https://pypi.org/project/opik,3545120.0,3545120.0,,,,,,,,,,,,2.0,,,,,,,,,,,
259,fastText,facebookresearch/fastText,nlp,,{},68.0,fastText - Library for efficient text classification and representation learning.,11,False,fasttext,conda-forge/fasttext,,,,24.0,24.0,https://pypi.org/project/fasttext,2288969.0,2291905.0,https://anaconda.org/conda-forge/fasttext,2020-09-22 18:15:34.037,2025-11-05 20:00:51.025,2025-11-05 20:00:51.025000,205546.0,3.0,,,,,,2.0,,,,,,,,,,,
260,Dedupe,dedupeio/dedupe,nlp,,{},72.0,A python library for accurate and scaleable data deduplication and entity-resolution.,11,False,dedupe,conda-forge/dedupe,,,,384.0,384.0,https://pypi.org/project/dedupe,49798.0,52740.0,https://anaconda.org/conda-forge/dedupe,2021-12-08 17:23:58.376,2025-04-22 14:58:06.931,2025-04-22 14:58:06.931000,161858.0,12.0,,,,,,2.0,,,,,,,,,,,
